Side,Arc,Source,Target,Rot,AdaptFrac,ArcOK,nEval,nEvalPos,nArc,nArcPos,Method,Uses,K,BAC,Precision,Recall
Left,contig,HTL,PTT,1,0.5,1,1136,76,1112,63,SDM-PCA,arc labels,32.0,0.5571996027805363,0.08870967741935484,0.4342105263157895
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,NoAdapt,nothing,,0.48092053501180176,0.06376811594202898,0.2682926829268293
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,TargetOnly,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,Source+Target,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,COT,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,none-HS4,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,none-HSsrc,nothing,,0.4619567732679224,0.052083333333333336,0.18292682926829268
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,none-PCA,arc segments,64.0,0.420187902068774,0.05087719298245614,0.35365853658536583
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTu-HS4,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTu-HSsrc,arc segments,,0.44292358957745176,0.036734693877551024,0.10975609756097561
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTu-PCA,arc segments,64.0,0.43314666543249875,0.04784688995215311,0.24390243902439024
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTc-HS4,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTc-HSsrc,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,QOTc-PCA,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,SDM-HS4,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,SDM-HSsrc,arc labels,,,,
Left,contig,HTL,PTT,2,0.05,0,1136,82,114,0,SDM-PCA,arc labels,,,,
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,NoAdapt,nothing,,0.48092053501180176,0.06376811594202898,0.2682926829268293
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,TargetOnly,arc labels,,0.5002545471375017,0.07246376811594203,0.12195121951219512
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,Source+Target,arc labels,,0.5183505345489888,0.10465116279069768,0.10975609756097561
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,COT,arc labels,,0.5016082750960337,0.0738255033557047,0.13414634146341464
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,none-HS4,arc labels,,0.4826676540010182,0.06652360515021459,0.3780487804878049
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,none-HSsrc,nothing,,0.4619567732679224,0.052083333333333336,0.18292682926829268
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,none-PCA,arc segments,16.0,0.44715832831952607,0.056925996204933584,0.36585365853658536
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,QOTu-HS4,arc labels,,0.4634493451196372,0.05166051660516605,0.17073170731707318
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,QOTu-HSsrc,arc segments,,0.4339103068450039,0.03409090909090909,0.10975609756097561
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,QOTu-PCA,arc segments,64.0,0.42190031008469475,0.043478260869565216,0.21951219512195122
Left,contig,HTL,PTT,2,0.1,1,1136,82,227,4,QOTc-HS4,arc labels,,0.48325774054704496,0.031746031746031744,0.024390243902439025
