Side,Arc,Source,Target,Rot,AdaptFrac,ArcOK,nEval,nEvalPos,nArc,nArcPos,Method,Uses,K,BAC,Precision,Recall
Right,contig,HTL,WRM,1,0.3,1,508,19,305,27,SDM-HS4,arc labels,,0.49741685502098804,0.03571428571428571,0.10526315789473684
Right,contig,HTL,WRM,1,0.3,1,508,19,305,27,SDM-HSsrc,arc labels,,0.5015068345710902,0.038461538461538464,0.10526315789473684
Right,contig,HTL,WRM,1,0.3,1,508,19,305,27,SDM-PCA,arc labels,64.0,0.5793240770638253,0.04814814814814815,0.6842105263157895
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,NoAdapt,nothing,,0.5252932945861587,0.5,0.05263157894736842
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,TargetOnly,arc labels,,0.4953718652459369,0.034482758620689655,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,Source+Target,arc labels,,0.5252932945861587,0.5,0.05263157894736842
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,COT,arc labels,,0.5160370250780325,0.0423728813559322,0.2631578947368421
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,none-HS4,arc labels,,0.5252932945861587,0.5,0.05263157894736842
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,none-HSsrc,nothing,,0.49897750511247446,0.0,0.0
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,none-PCA,arc segments,16.0,0.5454741147346895,0.2222222222222222,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTu-HS4,arc labels,,0.5424066300721129,0.16666666666666666,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTu-HSsrc,arc segments,,0.5403616402970617,0.14285714285714285,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTu-PCA,arc segments,16.0,0.5229792272091272,0.06451612903225806,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTc-HS4,arc labels,,0.5454741147346895,0.2222222222222222,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTc-HSsrc,arc labels,,0.5383166505220105,0.125,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,QOTc-PCA,arc labels,64.0,0.49666343773544286,0.03333333333333333,0.05263157894736842
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,SDM-HS4,arc labels,,0.5308901087073512,0.06,0.15789473684210525
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,SDM-HSsrc,arc labels,,0.5076418038962437,0.043478260869565216,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,1,508,19,487,40,SDM-PCA,arc labels,64.0,0.5095791626305026,0.03875968992248062,0.5263157894736842
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,NoAdapt,nothing,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,COT,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,none-HSsrc,nothing,,0.4989795918367347,0.0,0.0
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,none-PCA,arc segments,8.0,0.5341269841269841,0.08695652173913043,0.1111111111111111
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTu-HSsrc,arc segments,,0.4841269841269841,0.027777777777777776,0.1111111111111111
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTu-PCA,arc segments,16.0,0.5890022675736961,0.05128205128205128,0.5555555555555556
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,2,0.05,0,508,18,51,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,NoAdapt,nothing,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,COT,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,none-HSsrc,nothing,,0.4989795918367347,0.0,0.0
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,none-PCA,arc segments,8.0,0.5361678004535148,0.09523809523809523,0.1111111111111111
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTu-HSsrc,arc segments,,0.523922902494331,0.06060606060606061,0.1111111111111111
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTu-PCA,arc segments,8.0,0.5024943310657596,0.037037037037037035,0.1111111111111111
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,2,0.1,0,508,18,102,1,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,NoAdapt,nothing,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,TargetOnly,arc labels,,0.5769841269841269,0.04680851063829787,0.6111111111111112
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,Source+Target,arc labels,,0.4969387755102041,0.0,0.0
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,COT,arc labels,,0.563718820861678,0.04435483870967742,0.6111111111111112
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,none-HS4,arc labels,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,none-HSsrc,nothing,,0.4989795918367347,0.0,0.0
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,none-PCA,arc segments,8.0,0.5320861678004535,0.08,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTu-HS4,arc labels,,0.49943310657596374,0.03508771929824561,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTu-HSsrc,arc segments,,0.5167800453514739,0.05,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTu-PCA,arc segments,8.0,0.5065759637188209,0.04,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTc-HS4,arc labels,,0.61281179138322,0.0469208211143695,0.8888888888888888
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTc-HSsrc,arc labels,,0.5617913832199546,0.04092071611253197,0.8888888888888888
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,QOTc-PCA,arc labels,64.0,0.5376417233560091,0.05263157894736842,0.2222222222222222
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,SDM-HS4,arc labels,,0.6103174603174604,0.04878048780487805,0.7777777777777778
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,SDM-HSsrc,arc labels,,0.5444444444444444,0.0392156862745098,0.8888888888888888
Right,contig,HTL,WRM,2,0.2,1,508,18,203,3,SDM-PCA,arc labels,32.0,0.5290249433106576,0.07142857142857142,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,NoAdapt,nothing,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,TargetOnly,arc labels,,0.5808390022675738,0.04926108374384237,0.5555555555555556
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,Source+Target,arc labels,,0.4969387755102041,0.0,0.0
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,COT,arc labels,,0.5287981859410431,0.03937007874015748,0.5555555555555556
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,none-HS4,arc labels,,0.4969387755102041,0.0,0.0
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,none-HSsrc,nothing,,0.4989795918367347,0.0,0.0
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,none-PCA,arc segments,8.0,0.5341269841269841,0.08695652173913043,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTu-HS4,arc labels,,0.49433106575963714,0.03225806451612903,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTu-HSsrc,arc segments,,0.48310657596371887,0.0273972602739726,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTu-PCA,arc segments,8.0,0.4973922902494331,0.03389830508474576,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTc-HS4,arc labels,,0.6263038548752835,0.0784313725490196,0.4444444444444444
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTc-HSsrc,arc labels,,0.49943310657596374,0.03508771929824561,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,QOTc-PCA,arc labels,32.0,0.6018140589569161,0.06349206349206349,0.4444444444444444
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,SDM-HS4,arc labels,,0.6819727891156463,0.061224489795918366,0.8333333333333334
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,SDM-HSsrc,arc labels,,0.4841269841269841,0.027777777777777776,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,1,508,18,305,9,SDM-PCA,arc labels,64.0,0.5772108843537415,0.045627376425855515,0.6666666666666666
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,NoAdapt,nothing,,0.5236961451247165,0.2,0.05555555555555555
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,TargetOnly,arc labels,,0.5840136054421768,0.06896551724137931,0.3333333333333333
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,Source+Target,arc labels,,0.5216553287981859,0.14285714285714285,0.05555555555555555
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,COT,arc labels,,0.5512471655328799,0.04310344827586207,0.5555555555555556
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,none-HS4,arc labels,,0.5247165532879818,0.25,0.05555555555555555
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,none-HSsrc,nothing,,0.4989795918367347,0.0,0.0
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,none-PCA,arc segments,8.0,0.5361678004535148,0.09523809523809523,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTu-HS4,arc labels,,0.5229024943310657,0.058823529411764705,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTu-HSsrc,arc segments,,0.523922902494331,0.06060606060606061,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTu-PCA,arc segments,8.0,0.523922902494331,0.06060606060606061,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTc-HS4,arc labels,,0.5218820861678004,0.05714285714285714,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTc-HSsrc,arc labels,,0.5106575963718821,0.043478260869565216,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,QOTc-PCA,arc labels,64.0,0.48718820861678,0.028985507246376812,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,SDM-HS4,arc labels,,0.5231292517006803,0.04838709677419355,0.16666666666666666
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,SDM-HSsrc,arc labels,,0.4963718820861678,0.03333333333333333,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,1,508,18,488,37,SDM-PCA,arc labels,64.0,0.5333333333333333,0.0392156862745098,0.6666666666666666
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,NoAdapt,nothing,,0.5828989823777613,0.2692307692307692,0.20588235294117646
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,COT,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,none-HSsrc,nothing,,0.5188632414991313,0.16666666666666666,0.058823529411764705
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,none-PCA,arc segments,32.0,0.5322040208488459,0.0898876404494382,0.23529411764705882
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTu-HSsrc,arc segments,,0.5859394390667659,0.16981132075471697,0.2647058823529412
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTu-PCA,arc segments,64.0,0.5827128319682303,0.14084507042253522,0.29411764705882354
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.05,0,508,34,51,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,NoAdapt,nothing,,0.5828989823777613,0.2692307692307692,0.20588235294117646
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,COT,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,none-HSsrc,nothing,,0.5188632414991313,0.16666666666666666,0.058823529411764705
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,none-PCA,arc segments,32.0,0.5311491685281707,0.08888888888888889,0.23529411764705882
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTu-HSsrc,arc segments,,0.6331595929511045,0.19117647058823528,0.38235294117647056
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTu-PCA,arc segments,64.0,0.6255894762968479,0.13333333333333333,0.47058823529411764
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.1,0,508,34,102,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,NoAdapt,nothing,,0.5828989823777613,0.2692307692307692,0.20588235294117646
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,COT,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,none-HSsrc,nothing,,0.5188632414991313,0.16666666666666666,0.058823529411764705
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,none-PCA,arc segments,32.0,0.5322040208488459,0.0898876404494382,0.23529411764705882
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTu-HSsrc,arc segments,,0.6088359394390668,0.1320754716981132,0.4117647058823529
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTu-PCA,arc segments,64.0,0.6587862993298585,0.11210762331838565,0.7352941176470589
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,3,0.2,0,508,34,203,1,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,NoAdapt,nothing,,0.5828989823777613,0.2692307692307692,0.20588235294117646
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,TargetOnly,arc labels,,0.527488210474063,0.07511737089201878,0.47058823529411764
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,Source+Target,arc labels,,0.5282948622486969,0.16666666666666666,0.08823529411764706
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,COT,arc labels,,0.5083147182923803,0.06884057971014493,0.5588235294117647
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,none-HS4,arc labels,,0.56819310002482,0.24,0.17647058823529413
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,none-HSsrc,nothing,,0.5188632414991313,0.16666666666666666,0.058823529411764705
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,none-PCA,arc segments,32.0,0.5322040208488459,0.0898876404494382,0.23529411764705882
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTu-HS4,arc labels,,0.6044924298833457,0.11428571428571428,0.47058823529411764
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTu-HSsrc,arc segments,,0.6013899230578308,0.1171875,0.4411764705882353
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTu-PCA,arc segments,16.0,0.6403574087862993,0.1509433962264151,0.47058823529411764
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTc-HS4,arc labels,,0.5864358401588483,0.0962566844919786,0.5294117647058824
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTc-HSsrc,arc labels,,0.6615785554728221,0.1,0.9117647058823529
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,QOTc-PCA,arc labels,64.0,0.5092454703400348,0.0784313725490196,0.11764705882352941
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,SDM-HS4,arc labels,,0.6009555721022586,0.0944206008583691,0.6470588235294118
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,SDM-HSsrc,arc labels,,0.6804417969719534,0.10248447204968944,0.9705882352941176
Right,contig,HTL,WRM,3,0.3,1,508,34,305,3,SDM-PCA,arc labels,16.0,0.5241995532390171,0.07317073170731707,0.5294117647058824
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,NoAdapt,nothing,,0.5828989823777613,0.2692307692307692,0.20588235294117646
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,TargetOnly,arc labels,,0.5945023579051874,0.08921933085501858,0.7058823529411765
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,Source+Target,arc labels,,0.5639736907421197,0.20689655172413793,0.17647058823529413
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,COT,arc labels,,0.5577686770910897,0.08108108108108109,0.6176470588235294
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,none-HS4,arc labels,,0.5839538346984363,0.28,0.20588235294117646
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,none-HSsrc,nothing,,0.5188632414991313,0.16666666666666666,0.058823529411764705
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,none-PCA,arc segments,32.0,0.5353685778108712,0.09302325581395349,0.23529411764705882
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTu-HS4,arc labels,,0.6161578555472822,0.13157894736842105,0.4411764705882353
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTu-HSsrc,arc segments,,0.6024447753785058,0.11811023622047244,0.4411764705882353
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTu-PCA,arc segments,16.0,0.637192851824274,0.14678899082568808,0.47058823529411764
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTc-HS4,arc labels,,0.6149789029535865,0.11724137931034483,0.5
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTc-HSsrc,arc labels,,0.647120873665922,0.10441767068273092,0.7647058823529411
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,QOTc-PCA,arc labels,32.0,0.4679200794241747,0.05185185185185185,0.20588235294117646
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,SDM-HS4,arc labels,,0.5382849342268553,0.08391608391608392,0.35294117647058826
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,SDM-HSsrc,arc labels,,0.6576073467361627,0.1062992125984252,0.7941176470588235
Right,contig,HTL,WRM,3,0.5,1,508,34,487,23,SDM-PCA,arc labels,64.0,0.5544800198560437,0.07876712328767123,0.6764705882352942
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,NoAdapt,nothing,,0.5883665966386555,0.25925925925925924,0.21875
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,COT,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,none-HSsrc,nothing,,0.5342699579831933,0.2,0.09375
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,none-PCA,arc segments,16.0,0.5269170168067228,0.13636363636363635,0.09375
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTu-HSsrc,arc segments,,0.6537552521008403,0.09235668789808917,0.90625
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTu-PCA,arc segments,16.0,0.6815913865546219,0.11160714285714286,0.78125
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.05,0,508,32,51,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,NoAdapt,nothing,,0.5883665966386555,0.25925925925925924,0.21875
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,COT,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,none-HSsrc,nothing,,0.5342699579831933,0.2,0.09375
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,none-PCA,arc segments,32.0,0.563813025210084,0.10204081632653061,0.3125
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTu-HSsrc,arc segments,,0.656906512605042,0.0932475884244373,0.90625
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTu-PCA,arc segments,8.0,0.6668855042016807,0.10504201680672269,0.78125
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.1,0,508,32,102,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,NoAdapt,nothing,,0.5883665966386555,0.25925925925925924,0.21875
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,TargetOnly,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,Source+Target,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,COT,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,none-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,none-HSsrc,nothing,,0.5342699579831933,0.2,0.09375
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,none-PCA,arc segments,32.0,0.563813025210084,0.10204081632653061,0.3125
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTu-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTu-HSsrc,arc segments,,0.6758140756302521,0.12650602409638553,0.65625
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTu-PCA,arc segments,32.0,0.680672268907563,0.11483253588516747,0.75
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTc-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTc-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,QOTc-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,SDM-HS4,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,SDM-HSsrc,arc labels,,,,
Right,contig,HTL,WRM,4,0.2,0,508,32,203,0,SDM-PCA,arc labels,,,,
Right,contig,HTL,WRM,4,0.3,0,508,32,305,1,NoAdapt,nothing,,0.5883665966386555,0.25925925925925924,0.21875
Right,contig,HTL,WRM,4,0.3,0,508,32,305,1,TargetOnly,arc labels,,,,
