Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Left,contig,HTL,RTT,0,0.05,2129,35,213,SDMu-HS4,arc labels,0.5394392140810479,0.01786652653704677,0.9714285714285714
Left,contig,HTL,RTT,0,0.05,2129,35,213,SDMu-HSsrc,arc segments,0.5451698731068358,0.018094731240021287,0.9714285714285714
Left,contig,HTL,RTT,0,0.05,2129,35,213,SDMu-PCA,arc segments,0.5,0.016439643024894316,1.0
Left,contig,HTL,RTT,0,0.1,2129,35,426,COT-u,arc segments,0.5886410151453132,0.022750775594622543,0.6285714285714286
Left,contig,HTL,RTT,0,0.1,2129,35,426,SDMu-HS4,arc labels,0.5804338927548096,0.020161290322580645,0.8571428571428571
Left,contig,HTL,RTT,0,0.1,2129,35,426,SDMu-HSsrc,arc segments,0.6650770910083231,0.02507598784194529,0.9428571428571428
Left,contig,HTL,RTT,0,0.1,2129,35,426,SDMu-PCA,arc segments,0.6818802019375085,0.03293807641633729,0.7142857142857143
Left,contig,HTL,RTT,0,0.2,2129,35,852,COT-u,arc segments,0.6011393095920317,0.025220680958385876,0.5714285714285714
Left,contig,HTL,RTT,0,0.2,2129,35,852,SDMu-HS4,arc labels,0.6295470050484377,0.025024061597690085,0.7428571428571429
Left,contig,HTL,RTT,0,0.2,2129,35,852,SDMu-HSsrc,arc segments,0.707381634602265,0.029684601113172542,0.9142857142857143
Left,contig,HTL,RTT,0,0.2,2129,35,852,SDMu-PCA,arc segments,0.5,0.016439643024894316,1.0
Left,contig,HTL,RTT,0,0.3,2129,35,1278,COT-u,arc segments,0.5857347523536636,0.022115384615384617,0.6571428571428571
Left,contig,HTL,RTT,0,0.3,2129,35,1278,SDMu-HS4,arc labels,0.6968754263883203,0.0285204991087344,0.9142857142857143
Left,contig,HTL,RTT,0,0.3,2129,35,1278,SDMu-HSsrc,arc segments,0.686130440714968,0.027420736932305057,0.9142857142857143
Left,contig,HTL,RTT,0,0.3,2129,35,1278,SDMu-PCA,arc segments,0.5503547550825487,0.01921537229783827,0.6857142857142857
Left,contig,HTL,RTT,0,0.5,2129,35,2118,COT-u,arc segments,0.5682221312593806,0.020242914979757085,0.7142857142857143
Left,contig,HTL,RTT,0,0.5,2129,35,2118,SDMu-HS4,arc labels,0.6797243825897121,0.02736098852603707,0.8857142857142857
Left,contig,HTL,RTT,0,0.5,2129,35,2118,SDMu-HSsrc,arc segments,0.7133101378087051,0.0296229802513465,0.9428571428571428
Left,contig,HTL,RTT,0,0.5,2129,35,2118,SDMu-PCA,arc segments,0.5773707190612635,0.02013888888888889,0.8285714285714286
Left,contig,HTL,RTT,1,0.05,2129,8,213,COT-u,arc segments,0.5114038189533239,0.004,0.375
Left,contig,HTL,RTT,1,0.05,2129,8,213,SDMu-HS4,arc labels,0.6585631777463461,0.007598784194528876,0.625
Left,contig,HTL,RTT,1,0.05,2129,8,213,SDMu-HSsrc,arc segments,0.6163366336633663,0.0070052539404553416,0.5
Left,contig,HTL,RTT,1,0.05,2129,8,213,SDMu-PCA,arc segments,0.5,0.0037576326914044154,1.0
Left,contig,HTL,RTT,1,0.1,2129,8,426,COT-u,arc segments,0.530498585572843,0.004484304932735426,0.375
Left,contig,HTL,RTT,1,0.1,2129,8,426,SDMu-HS4,arc labels,0.638967468175389,0.008421052631578947,0.5
Left,contig,HTL,RTT,1,0.1,2129,8,426,SDMu-HSsrc,arc segments,0.5734028760018859,0.006160164271047228,0.375
Left,contig,HTL,RTT,1,0.1,2129,8,426,SDMu-PCA,arc segments,0.5,0.0037576326914044154,1.0
Left,contig,HTL,RTT,1,0.2,2129,8,852,COT-u,arc segments,0.5260195662423386,0.00436046511627907,0.375
Left,contig,HTL,RTT,1,0.2,2129,8,852,SDMu-HS4,arc labels,0.6163366336633663,0.0070052539404553416,0.5
Left,contig,HTL,RTT,1,0.2,2129,8,852,SDMu-HSsrc,arc segments,0.6599776049033474,0.007668711656441718,0.625
Left,contig,HTL,RTT,1,0.2,2129,8,852,SDMu-PCA,arc segments,0.5,0.0037576326914044154,1.0
Left,contig,HTL,RTT,1,0.3,2129,8,1278,COT-u,arc segments,0.4901874115983027,0.0035714285714285713,0.375
Left,contig,HTL,RTT,1,0.3,2129,8,1278,SDMu-HS4,arc labels,0.6373467703913249,0.0066844919786096255,0.625
Left,contig,HTL,RTT,1,0.3,2129,8,1278,SDMu-HSsrc,arc segments,0.6340464403583215,0.006561679790026247,0.625
Left,contig,HTL,RTT,1,0.3,2129,8,1278,SDMu-PCA,arc segments,0.5,0.0037576326914044154,1.0
Left,contig,HTL,RTT,1,0.5,2129,8,2106,COT-u,arc segments,0.46976661951909476,0.0034782608695652175,0.75
Left,contig,HTL,RTT,1,0.5,2129,8,2106,SDMu-HS4,arc labels,0.6725011786892975,0.006936416184971098,0.75
Left,contig,HTL,RTT,1,0.5,2129,8,2106,SDMu-HSsrc,arc segments,0.6814592173503065,0.007255139056831923,0.75
Left,contig,HTL,RTT,1,0.5,2129,8,2106,SDMu-PCA,arc segments,0.4828795379537954,0.003444316877152698,0.375
Left,contig,HTL,RTT,2,0.05,2129,8,213,COT-u,arc segments,0.6108851956624234,0.009146341463414634,0.375
Left,contig,HTL,RTT,2,0.05,2129,8,213,SDMu-HS4,arc labels,0.5412835926449788,0.01098901098901099,0.125
Left,contig,HTL,RTT,2,0.05,2129,8,213,SDMu-HSsrc,arc segments,0.5767032060348892,0.006342494714587738,0.375
Left,contig,HTL,RTT,2,0.05,2129,8,213,SDMu-PCA,arc segments,0.5882248939179633,0.012658227848101266,0.25
Left,contig,HTL,RTT,2,0.1,2129,8,426,COT-u,arc segments,0.6049917491749175,0.0084985835694051,0.375
Left,contig,HTL,RTT,2,0.1,2129,8,426,SDMu-HS4,arc labels,0.5677157001414428,0.00816326530612245,0.25
Left,contig,HTL,RTT,2,0.1,2129,8,426,SDMu-HSsrc,arc segments,0.5436704384724187,0.005763688760806916,0.25
Left,contig,HTL,RTT,2,0.1,2129,8,426,SDMu-PCA,arc segments,0.55498585572843,0.006688963210702341,0.25
Left,contig,HTL,RTT,2,0.2,2129,8,852,COT-u,arc segments,0.6019566242338519,0.006329113924050633,0.5
Left,contig,HTL,RTT,2,0.2,2129,8,852,SDMu-HS4,arc labels,0.6309523809523809,0.007858546168958742,0.5
Left,contig,HTL,RTT,2,0.2,2129,8,852,SDMu-HSsrc,arc segments,0.576467468175389,0.006329113924050633,0.375
Left,contig,HTL,RTT,2,0.2,2129,8,852,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,2,0.3,2129,8,1278,COT-u,arc segments,0.6220238095238095,0.006150061500615006,0.625
Left,contig,HTL,RTT,2,0.3,2129,8,1278,SDMu-HS4,arc labels,0.6104431871758604,0.006711409395973154,0.5
Left,contig,HTL,RTT,2,0.3,2129,8,1278,SDMu-HSsrc,arc segments,0.625058934464875,0.00749063670411985,0.5
Left,contig,HTL,RTT,2,0.3,2129,8,1278,SDMu-PCA,arc segments,0.5,0.0037576326914044154,1.0
Left,contig,HTL,RTT,2,0.5,2129,8,2106,COT-u,arc segments,0.5017975011786893,0.003779289493575208,0.625
Left,contig,HTL,RTT,2,0.5,2129,8,2106,SDMu-HS4,arc labels,0.5828618576143328,0.005610098176718092,0.5
Left,contig,HTL,RTT,2,0.5,2129,8,2106,SDMu-HSsrc,arc segments,0.5977133427628477,0.006153846153846154,0.5
Left,contig,HTL,RTT,2,0.5,2129,8,2106,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,3,0.05,2129,9,213,COT-u,arc segments,0.6140723270440251,0.01327433628318584,0.3333333333333333
Left,contig,HTL,RTT,3,0.05,2129,9,213,SDMu-HS4,arc labels,0.5966194968553459,0.01,0.3333333333333333
Left,contig,HTL,RTT,3,0.05,2129,9,213,SDMu-HSsrc,arc segments,0.5904874213836477,0.009202453987730062,0.3333333333333333
Left,contig,HTL,RTT,3,0.05,2129,9,213,SDMu-PCA,arc segments,0.5541928721174004,0.005246589716684155,0.5555555555555556
Left,contig,HTL,RTT,3,0.1,2129,9,426,COT-u,arc segments,0.5884958071278825,0.0070052539404553416,0.4444444444444444
Left,contig,HTL,RTT,3,0.1,2129,9,426,SDMu-HS4,arc labels,0.5982704402515723,0.010238907849829351,0.3333333333333333
Left,contig,HTL,RTT,3,0.1,2129,9,426,SDMu-HSsrc,arc segments,0.5900157232704403,0.009146341463414634,0.3333333333333333
Left,contig,HTL,RTT,3,0.1,2129,9,426,SDMu-PCA,arc segments,0.5313155136268344,0.004761904761904762,0.5555555555555556
Left,contig,HTL,RTT,3,0.2,2129,9,852,COT-u,arc segments,0.5592505241090147,0.0057553956834532375,0.4444444444444444
Left,contig,HTL,RTT,3,0.2,2129,9,852,SDMu-HS4,arc labels,0.6200995807127883,0.009153318077803204,0.4444444444444444
Left,contig,HTL,RTT,3,0.2,2129,9,852,SDMu-HSsrc,arc segments,0.6090146750524109,0.008264462809917356,0.4444444444444444
Left,contig,HTL,RTT,3,0.2,2129,9,852,SDMu-PCA,arc segments,0.5,0.004227336777829967,1.0
Left,contig,HTL,RTT,3,0.3,2129,9,1278,COT-u,arc segments,0.5623165618448638,0.005865102639296188,0.4444444444444444
Left,contig,HTL,RTT,3,0.3,2129,9,1278,SDMu-HS4,arc labels,0.6094863731656184,0.008298755186721992,0.4444444444444444
Left,contig,HTL,RTT,3,0.3,2129,9,1278,SDMu-HSsrc,arc segments,0.6090146750524109,0.008264462809917356,0.4444444444444444
Left,contig,HTL,RTT,3,0.3,2129,9,1278,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,3,0.5,2129,9,2106,COT-u,arc segments,0.4957023060796646,0.004163197335553705,0.5555555555555556
Left,contig,HTL,RTT,3,0.5,2129,9,2106,SDMu-HS4,arc labels,0.6372117400419287,0.008319467554076539,0.5555555555555556
Left,contig,HTL,RTT,3,0.5,2129,9,2106,SDMu-HSsrc,arc segments,0.6031184486373166,0.007858546168958742,0.4444444444444444
Left,contig,HTL,RTT,3,0.5,2129,9,2106,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,4,0.05,2129,14,213,COT-u,arc segments,0.44025667004390406,0.004645760743321719,0.2857142857142857
Left,contig,HTL,RTT,4,0.05,2129,14,213,SDMu-HSsrc,arc segments,0.5390746369469774,0.009029345372460496,0.2857142857142857
Left,contig,HTL,RTT,4,0.05,2129,14,213,SDMu-PCA,arc segments,0.4738095238095238,0.005291005291005291,0.21428571428571427
Left,contig,HTL,RTT,4,0.1,2129,14,426,COT-u,arc segments,0.44025667004390406,0.004645760743321719,0.2857142857142857
Left,contig,HTL,RTT,4,0.1,2129,14,426,SDMu-HSsrc,arc segments,0.5263086795001688,0.008048289738430584,0.2857142857142857
Left,contig,HTL,RTT,4,0.1,2129,14,426,SDMu-PCA,arc segments,0.5398176291793313,0.008064516129032258,0.42857142857142855
Left,contig,HTL,RTT,4,0.2,2129,14,852,COT-u,arc segments,0.4428740290442418,0.00499001996007984,0.35714285714285715
Left,contig,HTL,RTT,4,0.2,2129,14,852,SDMu-HS4,arc labels,0.5412360688956434,0.008130081300813009,0.42857142857142855
Left,contig,HTL,RTT,4,0.2,2129,14,852,SDMu-HSsrc,arc segments,0.5185072610604525,0.007547169811320755,0.2857142857142857
Left,contig,HTL,RTT,4,0.2,2129,14,852,SDMu-PCA,arc segments,0.5265788584937521,0.0075,0.42857142857142855
Left,contig,HTL,RTT,4,0.3,2129,14,1278,COT-u,arc segments,0.4901553529213104,0.006234413965087282,0.35714285714285715
Left,contig,HTL,RTT,4,0.3,2129,14,1278,SDMu-HS4,arc labels,0.5882809861533266,0.011131725417439703,0.42857142857142855
Left,contig,HTL,RTT,4,0.3,2129,14,1278,SDMu-HSsrc,arc segments,0.5218169537318473,0.007751937984496124,0.2857142857142857
Left,contig,HTL,RTT,4,0.3,2129,14,1278,SDMu-PCA,arc segments,0.47950016886187097,0.0057553956834532375,0.2857142857142857
Left,contig,HTL,RTT,4,0.5,2129,14,2106,COT-u,arc segments,0.4416919959473151,0.004965243296921549,0.35714285714285715
Left,contig,HTL,RTT,4,0.5,2129,14,2106,SDMu-HS4,arc labels,0.5703140830800405,0.00975609756097561,0.42857142857142855
Left,contig,HTL,RTT,4,0.5,2129,14,2106,SDMu-HSsrc,arc segments,0.5859169199594731,0.01092896174863388,0.42857142857142855
Left,contig,HTL,RTT,4,0.5,2129,14,2106,SDMu-PCA,arc segments,0.4638973319824384,0.005256241787122208,0.2857142857142857
Left,contig,HTL,RTT,5,0.05,2129,26,213,COT-u,arc segments,0.4434781813526464,0.010231923601637109,0.5769230769230769
Left,contig,HTL,RTT,5,0.05,2129,26,213,SDMu-HSsrc,arc segments,0.5918102344635868,0.017316017316017316,0.6153846153846154
Left,contig,HTL,RTT,5,0.05,2129,26,213,SDMu-PCA,arc segments,0.4970006218223051,0.012079378774805867,0.5384615384615384
Left,contig,HTL,RTT,5,0.1,2129,26,426,COT-u,arc segments,0.46786641793774464,0.010482180293501049,0.38461538461538464
Left,contig,HTL,RTT,5,0.1,2129,26,426,SDMu-HSsrc,arc segments,0.6429276857236914,0.022566995768688293,0.6153846153846154
Left,contig,HTL,RTT,5,0.1,2129,26,426,SDMu-PCA,arc segments,0.49893009985734665,0.01216089803554724,0.5
Left,contig,HTL,RTT,5,0.2,2129,26,852,COT-u,arc segments,0.4825249643366619,0.011423550087873463,0.5
Left,contig,HTL,RTT,5,0.2,2129,26,852,SDMu-HSsrc,arc segments,0.6419766633746662,0.02244039270687237,0.6153846153846154
Left,contig,HTL,RTT,5,0.2,2129,26,852,SDMu-PCA,arc segments,0.5001463111306192,0.012219959266802444,0.46153846153846156
Left,contig,HTL,RTT,5,0.3,2129,26,1278,COT-u,arc segments,0.49227294341417027,0.011850501367365542,0.5
Left,contig,HTL,RTT,5,0.3,2129,26,1278,SDMu-HS4,arc labels,0.6388858407403344,0.02203856749311295,0.6153846153846154
Left,contig,HTL,RTT,5,0.3,2129,26,1278,SDMu-HSsrc,arc segments,0.6419766633746662,0.02244039270687237,0.6153846153846154
Left,contig,HTL,RTT,5,0.3,2129,26,1278,SDMu-PCA,arc segments,0.5,0.012212306247064349,1.0
Left,contig,HTL,RTT,5,0.5,2129,26,2106,COT-u,arc segments,0.4711401294853506,0.010869565217391304,0.46153846153846156
Left,contig,HTL,RTT,5,0.5,2129,26,2106,SDMu-HS4,arc labels,0.6555287318482754,0.024390243902439025,0.6153846153846154
Left,contig,HTL,RTT,5,0.5,2129,26,2106,SDMu-HSsrc,arc segments,0.6776400014631113,0.028419182948490232,0.6153846153846154
Left,contig,HTL,RTT,5,0.5,2129,26,2106,SDMu-PCA,arc segments,0.6032773693258715,0.019662921348314606,0.5384615384615384
Left,contig,HTL,RTT,6,0.05,2129,36,213,COT-u,arc segments,0.5339026915113871,0.019090909090909092,0.5833333333333334
Left,contig,HTL,RTT,6,0.05,2129,36,213,SDMu-HSsrc,arc segments,0.6303418803418803,0.02620967741935484,0.7222222222222222
Left,contig,HTL,RTT,6,0.05,2129,36,213,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,6,0.1,2129,36,426,COT-u,arc segments,0.5019907628603281,0.01700921332388377,0.6666666666666666
Left,contig,HTL,RTT,6,0.1,2129,36,426,SDMu-HSsrc,arc segments,0.6308528428093645,0.025738798856053385,0.75
Left,contig,HTL,RTT,6,0.1,2129,36,426,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,6,0.2,2129,36,852,COT-u,arc segments,0.5547194351542177,0.020522388059701493,0.6111111111111112
Left,contig,HTL,RTT,6,0.2,2129,36,852,SDMu-HSsrc,arc segments,0.6766868397303181,0.03258145363408521,0.7222222222222222
Left,contig,HTL,RTT,6,0.2,2129,36,852,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,RTT,6,0.3,2129,36,1278,COT-u,arc segments,0.49674178478526304,0.016683022571148183,0.4722222222222222
Left,contig,HTL,RTT,6,0.3,2129,36,1278,SDMu-HSsrc,arc segments,0.6943648139300314,0.03591160220994475,0.7222222222222222
Left,contig,HTL,RTT,6,0.3,2129,36,1278,SDMu-PCA,arc segments,0.5,0.016909347111319868,1.0
Left,contig,HTL,RTT,6,0.5,2129,36,2106,COT-u,arc segments,0.5254751287359983,0.018682399213372666,0.5277777777777778
Left,contig,HTL,RTT,6,0.5,2129,36,2106,SDMu-HS4,arc labels,0.6960038753517015,0.037993920972644375,0.6944444444444444
Left,contig,HTL,RTT,6,0.5,2129,36,2106,SDMu-HSsrc,arc segments,0.6892485533789882,0.040492957746478875,0.6388888888888888
Left,contig,HTL,RTT,6,0.5,2129,36,2106,SDMu-PCA,arc segments,0.5119313054095663,0.017994858611825194,0.3888888888888889
Left,contig,HTL,RTT,7,0.05,2129,35,213,COT-u,arc segments,0.478857961522718,0.014150943396226415,0.2571428571428571
Left,contig,HTL,RTT,7,0.05,2129,35,213,SDMu-HSsrc,arc segments,0.6384977486696685,0.024493243243243243,0.8285714285714286
Left,contig,HTL,RTT,7,0.05,2129,35,213,SDMu-PCA,arc segments,0.5186382862600627,0.0174110522331567,0.6571428571428571
Left,contig,HTL,RTT,7,0.1,2129,35,426,COT-u,arc segments,0.45836403329240005,0.012102874432677761,0.22857142857142856
Left,contig,HTL,RTT,7,0.1,2129,35,426,SDMu-HSsrc,arc segments,0.6397325692454633,0.025044722719141325,0.8
Left,contig,HTL,RTT,7,0.1,2129,35,426,SDMu-PCA,arc segments,0.6206303724928367,0.02337228714524207,0.8
Left,contig,HTL,RTT,7,0.2,2129,35,852,COT-u,arc segments,0.5269272752080776,0.019174041297935103,0.37142857142857144
Left,contig,HTL,RTT,7,0.2,2129,35,852,SDMu-HSsrc,arc segments,0.6347591758766544,0.02504638218923933,0.7714285714285715
Left,contig,HTL,RTT,7,0.2,2129,35,852,SDMu-PCA,arc segments,0.5317301132487379,0.01808590806330068,0.6857142857142857
Left,contig,HTL,RTT,7,0.3,2129,35,1278,COT-u,arc segments,0.5463432937644972,0.02023809523809524,0.4857142857142857
Left,contig,HTL,RTT,7,0.3,2129,35,1278,SDMu-HSsrc,arc segments,0.6901555464592715,0.031914893617021274,0.7714285714285715
Left,contig,HTL,RTT,7,0.3,2129,35,1278,SDMu-PCA,arc segments,0.5011324873789057,0.016507384882710686,0.5428571428571428
Left,contig,HTL,RTT,7,0.5,2129,35,2118,COT-u,arc segments,0.550880065493246,0.020706455542021926,0.4857142857142857
Left,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-HS4,arc labels,0.6999863555737481,0.03494623655913978,0.7428571428571429
Left,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-HSsrc,arc segments,0.6666393778141629,0.031496062992125984,0.6857142857142857
Left,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-PCA,arc segments,0.5613044071496793,0.021134593993325918,0.5428571428571428
Left,contig,HTL,WRM,0,0.05,508,35,51,COT-u,arc segments,0.5128057988523105,0.07692307692307693,0.22857142857142856
Left,contig,HTL,WRM,0,0.05,508,35,51,SDMu-HSsrc,arc segments,0.526578073089701,0.08333333333333333,0.2857142857142857
Left,contig,HTL,WRM,0,0.05,508,35,51,SDMu-PCA,arc segments,0.5514950166112956,0.08875739644970414,0.42857142857142855
Left,contig,HTL,WRM,0,0.1,508,35,102,COT-u,arc segments,0.6097251585623679,0.1044776119402985,0.6
Left,contig,HTL,WRM,0,0.1,508,35,102,SDMu-HSsrc,arc segments,0.48900634249471464,0.0625,0.2
Left,contig,HTL,WRM,0,0.1,508,35,102,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,WRM,0,0.2,508,35,203,COT-u,arc segments,0.5937783147085473,0.11627906976744186,0.42857142857142855
Left,contig,HTL,WRM,0,0.2,508,35,203,SDMu-HS4,arc labels,0.5281183932346724,0.09333333333333334,0.2
Left,contig,HTL,WRM,0,0.2,508,35,203,SDMu-HSsrc,arc segments,0.4804892781636968,0.04838709677419355,0.08571428571428572
Left,contig,HTL,WRM,0,0.2,508,35,203,SDMu-PCA,arc segments,0.5382361824222289,0.08695652173913043,0.34285714285714286
Left,contig,HTL,WRM,0,0.3,508,35,305,COT-u,arc segments,0.6563273935366959,0.11065573770491803,0.7714285714285715
Left,contig,HTL,WRM,0,0.3,508,35,305,SDMu-HS4,arc labels,0.5281183932346724,0.09333333333333334,0.2
Left,contig,HTL,WRM,0,0.3,508,35,305,SDMu-HSsrc,arc segments,0.46251887647236484,0.0379746835443038,0.08571428571428572
Left,contig,HTL,WRM,0,0.3,508,35,305,SDMu-PCA,arc segments,0.5949864089398973,0.09157509157509157,0.7142857142857143
Left,contig,HTL,WRM,0,0.5,508,35,498,COT-u,arc segments,0.5462096043491392,0.08620689655172414,0.42857142857142855
Left,contig,HTL,WRM,0,0.5,508,35,498,SDMu-HS4,arc labels,0.589549984898822,0.11278195488721804,0.42857142857142855
Left,contig,HTL,WRM,0,0.5,508,35,498,SDMu-HSsrc,arc segments,0.4980066445182724,0.06779661016949153,0.22857142857142856
Left,contig,HTL,WRM,0,0.5,508,35,498,SDMu-PCA,arc segments,0.5297795228027786,0.0821917808219178,0.34285714285714286
Left,contig,HTL,WRM,1,0.05,508,24,51,COT-u,arc segments,0.47606749311294766,0.03875968992248062,0.20833333333333334
Left,contig,HTL,WRM,1,0.05,508,24,51,SDMu-HSsrc,arc segments,0.47796143250688705,0.03773584905660377,0.16666666666666666
Left,contig,HTL,WRM,1,0.05,508,24,51,SDMu-PCA,arc segments,0.5189393939393939,0.052980132450331126,0.3333333333333333
Left,contig,HTL,WRM,1,0.1,508,24,102,COT-u,arc segments,0.5371900826446281,0.06593406593406594,0.25
Left,contig,HTL,WRM,1,0.1,508,24,102,SDMu-HS4,arc labels,0.5173898071625345,0.056179775280898875,0.20833333333333334
Left,contig,HTL,WRM,1,0.1,508,24,102,SDMu-HSsrc,arc segments,0.49139118457300274,0.043010752688172046,0.16666666666666666
Left,contig,HTL,WRM,1,0.1,508,24,102,SDMu-PCA,arc segments,0.5495867768595042,0.05825242718446602,0.5
Left,contig,HTL,WRM,1,0.2,508,24,203,COT-u,arc segments,0.512224517906336,0.049773755656108594,0.4583333333333333
Left,contig,HTL,WRM,1,0.2,508,24,203,SDMu-HS4,arc labels,0.512224517906336,0.05319148936170213,0.20833333333333334
Left,contig,HTL,WRM,1,0.2,508,24,203,SDMu-HSsrc,arc segments,0.5182506887052342,0.05970149253731343,0.16666666666666666
Left,contig,HTL,WRM,1,0.2,508,24,203,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,WRM,1,0.3,508,24,305,COT-u,arc segments,0.5101584022038568,0.04932735426008968,0.4583333333333333
Left,contig,HTL,WRM,1,0.3,508,24,305,SDMu-HS4,arc labels,0.5103305785123967,0.05128205128205128,0.25
Left,contig,HTL,WRM,1,0.3,508,24,305,SDMu-HSsrc,arc segments,0.5382231404958677,0.06666666666666667,0.25
Left,contig,HTL,WRM,1,0.3,508,24,305,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,WRM,1,0.5,508,24,487,COT-u,arc segments,0.46091597796143247,0.03763440860215054,0.2916666666666667
Left,contig,HTL,WRM,1,0.5,508,24,487,SDMu-HS4,arc labels,0.537362258953168,0.0625,0.2916666666666667
Left,contig,HTL,WRM,1,0.5,508,24,487,SDMu-HSsrc,arc segments,0.5051652892561984,0.04918032786885246,0.25
Left,contig,HTL,WRM,1,0.5,508,24,487,SDMu-PCA,arc segments,0.5,0.047244094488188976,1.0
Left,contig,HTL,WRM,2,0.05,508,24,51,COT-u,arc segments,0.4862258953168044,0.04081632653061224,0.16666666666666666
Left,contig,HTL,WRM,2,0.05,508,24,51,SDMu-HSsrc,arc segments,0.5471763085399449,0.10256410256410256,0.16666666666666666
Left,contig,HTL,WRM,2,0.05,508,24,51,SDMu-PCA,arc segments,0.5399449035812672,0.08695652173913043,0.16666666666666666
Left,contig,HTL,WRM,2,0.1,508,24,102,COT-u,arc segments,0.5432162534435262,0.078125,0.20833333333333334
Left,contig,HTL,WRM,2,0.1,508,24,102,SDMu-HSsrc,arc segments,0.5378787878787878,0.08333333333333333,0.16666666666666666
Left,contig,HTL,WRM,2,0.1,508,24,102,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,contig,HTL,WRM,2,0.2,508,24,203,COT-u,arc segments,0.4795110192837466,0.041666666666666664,0.2916666666666667
Left,contig,HTL,WRM,2,0.2,508,24,203,SDMu-HSsrc,arc segments,0.5358126721763086,0.08,0.16666666666666666
Left,contig,HTL,WRM,2,0.2,508,24,203,SDMu-PCA,arc segments,0.5625,0.058365758754863814,0.625
