Enc,Side,Source,Target,Rot,AdaptFrac,ArcOK,knob,value,Method,BAC
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.001,COT-c,0.4581628806389009
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.001,SDM-HS4,0.47939907571590135
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.001,SDM-HSsrc,0.4713080993535596
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.001,SDM-PCA,0.49815003560308835
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,COT-u,0.5609650531253927
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDMu-HS4,0.5187579408849112
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDMu-HSsrc,0.5071275986764029
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDMu-PCA,0.4935286151096715
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,COT-c,0.464690113511023
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDM-HS4,0.47939907571590135
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDM-HSsrc,0.4713080993535596
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.005,SDM-PCA,0.48231015176689057
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,COT-u,0.5414252404953716
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDMu-HS4,0.5140806724097008
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDMu-HSsrc,0.5075953255239238
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDMu-PCA,0.49820588358488194
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,COT-c,0.4478100610139201
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDM-HS4,0.47939907571590135
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDM-HSsrc,0.4713080993535596
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.01,SDM-PCA,0.42460522457869676
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,COT-u,0.47726289041229775
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDMu-HS4,0.5965751225165101
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDMu-HSsrc,0.5192256677324323
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDMu-PCA,0.5171941973946916
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,COT-c,0.46071792580595616
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDM-HS4,0.47939907571590135
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDM-HSsrc,0.40603577063233875
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.05,SDM-PCA,0.40118397721402344
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,COT-u,0.5034346508803038
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDMu-HS4,0.625469472096952
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDMu-HSsrc,0.5145483992572218
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDMu-PCA,0.5
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,COT-c,0.48072546528349835
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDM-HS4,0.47939907571590135
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDM-HSsrc,0.40369713639473354
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.1,SDM-PCA,0.4035854404311464
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,COT-u,0.5033927648939587
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDMu-HS4,0.6608072825768259
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDMu-HSsrc,0.5122097650196166
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDMu-PCA,0.41741479692277617
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,COT-c,0.46769194253242674
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDM-HS4,0.47378635354564874
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDM-HSsrc,0.4122209346159753
Amp,Right,HTL,PTT,1,0.05,1,OTREG,0.5,SDM-PCA,0.38349412898091395
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTu-HS4,0.5064225179062591
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTu-HSsrc,0.5059547910587381
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTu-PCA,0.4937520070368457
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTc-HS4,0.7372352456613098
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTc-HSsrc,0.4657512251651006
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,QOTc-PCA,0.4006534213869847
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,none-HS4,0.5097175488320791
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,none-HSsrc,0.49808720662357064
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-12,none-PCA,0.5101922566773244
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-10,QOTu-HS4,0.5064225179062591
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-10,QOTu-HSsrc,0.5059547910587381
Amp,Right,HTL,PTT,1,0.5,1,EPS,1e-10,QOTu-PCA,0.4937520070368457
