Enc,Side,Source,Target,Rot,AdaptFrac,ArcOK,knob,value,Method,BAC
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.001,SDMu-PCA,0.49284253578732107
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.001,COT-c,0.531374448390916
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.001,SDM-HS4,0.4790119470455279
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.001,SDM-HSsrc,0.5155526853944677
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.001,SDM-PCA,0.5214185771176407
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,COT-u,0.6065009148638467
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDMu-HS4,0.4897750511247444
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDMu-HSsrc,0.49284253578732107
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDMu-PCA,0.49284253578732107
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,COT-c,0.5323969432784414
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDM-HS4,0.4749219674954257
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDM-HSsrc,0.5426218921536972
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.005,SDM-PCA,0.46620385319126034
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,COT-u,0.6013884404262189
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDMu-HS4,0.4897750511247444
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDMu-HSsrc,0.49284253578732107
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDMu-PCA,0.5620492950166828
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,COT-c,0.5375094177160693
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDM-HS4,0.4790119470455279
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDM-HSsrc,0.5426218921536972
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.01,SDM-PCA,0.4488214401033258
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,COT-u,0.5604886449251965
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDMu-HS4,0.49284253578732107
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDMu-HSsrc,0.4897750511247444
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDMu-PCA,0.556936820579055
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,COT-c,0.5294909051770531
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDM-HS4,0.47260790011839415
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDM-HSsrc,0.5426218921536972
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.05,SDM-PCA,0.48256377139166934
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,COT-u,0.5563986653750942
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDMu-HS4,0.4948875255623722
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDMu-HSsrc,0.4897750511247444
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDMu-PCA,0.48385534388117535
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,COT-c,0.5315897104725003
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDM-HS4,0.492788720266925
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDM-HSsrc,0.5426218921536972
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.1,SDM-PCA,0.47459907437304916
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,COT-u,0.5622645570982672
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDMu-HS4,0.4785276073619632
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDMu-HSsrc,0.556936820579055
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDMu-PCA,0.4838015283607793
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,COT-c,0.6128511462705843
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDM-HS4,0.5330965450435905
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDM-HSsrc,0.5426218921536972
Ang,Right,PTT,WRM,1,0.5,1,OTREG,0.5,SDM-PCA,0.48773006134969327
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-12,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-12,QOTu-PCA,0.6562358276643991
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-12,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-12,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-10,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-10,QOTu-PCA,0.6562358276643991
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-10,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-10,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-09,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-09,QOTu-PCA,0.6562358276643991
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-09,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-09,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-08,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-08,QOTu-PCA,0.6562358276643991
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-08,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-08,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-06,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-06,QOTu-PCA,0.6562358276643991
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-06,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,1e-06,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.0001,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.0001,QOTu-PCA,0.5719954648526077
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.0001,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.0001,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.01,QOTu-HSsrc,0.6715419501133787
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.01,QOTu-PCA,0.5419501133786848
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.01,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.05,0,EPS,0.01,none-PCA,0.47959183673469385
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.001,COT-u,0.5
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.001,SDMu-HSsrc,0.5307256235827664
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.001,SDMu-PCA,0.41678004535147395
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.005,COT-u,0.6395691609977324
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.005,SDMu-HSsrc,0.5879818594104309
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.005,SDMu-PCA,0.45510204081632655
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.01,COT-u,0.6010204081632653
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.01,SDMu-HSsrc,0.6108843537414965
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.01,SDMu-PCA,0.4841269841269841
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.05,COT-u,0.5806122448979592
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.05,SDMu-HSsrc,0.6309523809523809
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.05,SDMu-PCA,0.4561224489795918
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.1,COT-u,0.6120181405895692
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.1,SDMu-HSsrc,0.6599773242630386
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.1,SDMu-PCA,0.4448979591836735
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.5,COT-u,0.46564625850340136
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.5,SDMu-HSsrc,0.6599773242630386
Ang,Right,PTT,WRM,2,0.05,0,OTREG,0.5,SDMu-PCA,0.4387755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTc-HS4,0.5272108843537415
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,QOTc-PCA,0.4484126984126984
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-12,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTc-HS4,0.5272108843537415
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,QOTc-PCA,0.4484126984126984
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-10,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTc-HS4,0.5272108843537415
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,QOTc-PCA,0.4484126984126984
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-09,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTc-HS4,0.5272108843537415
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,QOTc-PCA,0.4484126984126984
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-08,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTc-HS4,0.5272108843537415
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,QOTc-PCA,0.4484126984126984
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,1e-06,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTu-HS4,0.4887755102040816
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTu-HSsrc,0.4857142857142857
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTu-PCA,0.44285714285714284
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTc-HS4,0.5312925170068027
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTc-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,QOTc-PCA,0.3948979591836735
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.0001,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTu-HS4,0.48775510204081635
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTu-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTu-PCA,0.4775510204081633
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTc-HS4,0.5147392290249433
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTc-HSsrc,0.5139455782312925
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,QOTc-PCA,0.49535147392290246
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,none-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,none-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,EPS,0.01,none-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,COT-u,0.6089569160997732
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDMu-HS4,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDMu-HSsrc,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDMu-PCA,0.47551020408163264
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,COT-c,0.6331065759637189
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDM-HS4,0.5157596371882086
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDM-HSsrc,0.5098639455782313
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.001,SDM-PCA,0.5673469387755101
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,COT-u,0.6130385487528345
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDMu-HS4,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDMu-HSsrc,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDMu-PCA,0.4663265306122449
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,COT-c,0.6341269841269841
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDM-HS4,0.5147392290249433
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDM-HSsrc,0.608390022675737
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.005,SDM-PCA,0.5202947845804988
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,COT-u,0.6046485260770975
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDMu-HS4,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDMu-HSsrc,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDMu-PCA,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,COT-c,0.626984126984127
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDM-HS4,0.5157596371882086
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDM-HSsrc,0.608390022675737
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.01,SDM-PCA,0.5325396825396825
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,COT-u,0.5852607709750567
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDMu-HS4,0.4846938775510204
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDMu-HSsrc,0.4816326530612245
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDMu-PCA,0.49002267573696145
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,COT-c,0.6301587301587301
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDM-HS4,0.5014739229024944
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDM-HSsrc,0.608390022675737
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.05,SDM-PCA,0.6071428571428572
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,COT-u,0.5740362811791383
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDMu-HS4,0.48775510204081635
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDMu-HSsrc,0.49716553287981863
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDMu-PCA,0.45634920634920634
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,COT-c,0.5995464852607709
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDM-HS4,0.5274376417233559
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDM-HSsrc,0.6073696145124716
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.1,SDM-PCA,0.5605442176870749
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,COT-u,0.573015873015873
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDMu-HS4,0.4642857142857143
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDMu-HSsrc,0.5490929705215419
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDMu-PCA,0.4913832199546485
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,COT-c,0.6214285714285714
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDM-HS4,0.5622448979591836
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDM-HSsrc,0.6073696145124716
Ang,Right,PTT,WRM,2,0.5,1,OTREG,0.5,SDM-PCA,0.4846938775510204
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-12,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-12,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-12,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-12,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-10,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-10,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-10,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-10,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-09,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-09,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-09,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-09,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-08,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-08,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-08,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-08,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-06,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-06,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-06,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,1e-06,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.0001,QOTu-HSsrc,0.6027550260610574
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.0001,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.0001,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.0001,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.01,QOTu-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.01,QOTu-PCA,0.5880491437081161
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.01,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.05,0,EPS,0.01,none-PCA,0.5974807644576818
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.001,COT-u,0.5
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.001,SDMu-HSsrc,0.5668900471581038
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.001,SDMu-PCA,0.5824025812856788
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.005,COT-u,0.5815338793745346
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.005,SDMu-HSsrc,0.6255894762968479
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.005,SDMu-PCA,0.595867460908414
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.01,COT-u,0.5791759741871432
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.01,SDMu-HSsrc,0.6245346239761728
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.01,SDMu-PCA,0.5802928766443286
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.05,COT-u,0.4959667411268305
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.05,SDMu-HSsrc,0.6234797716554976
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.05,SDMu-PCA,0.5686274509803921
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.1,COT-u,0.5496401092082402
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.1,SDMu-HSsrc,0.6224249193348226
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.1,SDMu-PCA,0.5527426160337553
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.5,COT-u,0.551873914122611
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.5,SDMu-HSsrc,0.6181434599156118
Ang,Right,PTT,WRM,3,0.05,0,OTREG,0.5,SDMu-PCA,0.5245098039215685
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTu-HS4,0.5996525192355423
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTu-HSsrc,0.6006453214197072
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTu-PCA,0.5333829734425416
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTc-HS4,0.6382477041449491
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTc-HSsrc,0.620253164556962
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,QOTc-PCA,0.505150161330355
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,none-HS4,0.57644576818069
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-12,none-PCA,0.5964259121370067
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTu-HS4,0.5996525192355423
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTu-HSsrc,0.6006453214197072
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTu-PCA,0.5333829734425416
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTc-HS4,0.6382477041449491
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTc-HSsrc,0.620253164556962
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,QOTc-PCA,0.505150161330355
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,none-HS4,0.57644576818069
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-10,none-PCA,0.5964259121370067
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTu-HS4,0.5996525192355423
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTu-HSsrc,0.6006453214197072
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTu-PCA,0.5333829734425416
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTc-HS4,0.6382477041449491
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTc-HSsrc,0.620253164556962
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,QOTc-PCA,0.505150161330355
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,none-HS4,0.57644576818069
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,none-HSsrc,0.6017001737403822
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-09,none-PCA,0.5964259121370067
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTu-HS4,0.5996525192355423
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTu-HSsrc,0.6006453214197072
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTu-PCA,0.5333829734425416
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTc-HS4,0.6382477041449491
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTc-HSsrc,0.620253164556962
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,QOTc-PCA,0.505150161330355
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,none-HS4,0.57644576818069
Ang,Right,PTT,WRM,3,0.5,1,EPS,1e-08,none-HSsrc,0.6017001737403822
