Side,Arc,Enc,Source,Target,Rot,AdaptFrac,ArcOK,nEval,nEvalPos,nArc,nArcPos,Method,Uses,K,BAC,Precision,Recall
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,TargetOnly,arc labels,,0.4704913226198288,0.020618556701030927,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,Source+Target,arc labels,,0.4990436033117853,0.05263157894736842,0.014925373134328358
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,COT,arc labels,,0.436263490778102,0.025210084033613446,0.08955223880597014
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,none-Ang-HS4,arc labels,,0.500893567708697,0.0625,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,none-Ang-HSsrc,nothing,,0.501361294556218,0.06451612903225806,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,none-Ang-PCA,arc segments,32.0,0.4251008754171146,0.014218009478672985,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTu-Ang-HS4,arc labels,,0.58539156416235,0.08888888888888889,0.47761194029850745
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTu-Ang-HSsrc,arc segments,,0.6022506736662804,0.10097719869706841,0.4626865671641791
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTu-Ang-PCA,arc segments,16.0,0.5883933931837538,0.078397212543554,0.6716417910447762
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTc-Ang-HS4,arc labels,,0.5041885986345168,0.125,0.014925373134328358
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTc-Ang-HSsrc,arc labels,,0.36465939712103657,0.018823529411764704,0.11940298507462686
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,QOTc-Ang-PCA,arc labels,64.0,0.5065062898789495,0.1,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,SDM-Ang-HS4,arc labels,,0.5041885986345168,0.125,0.014925373134328358
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,SDM-Ang-HSsrc,arc labels,,0.37078173212515536,0.015873015873015872,0.08955223880597014
Right,contig,Ang,HTL,PTT,1,0.1,1,1136,67,227,2,SDM-Ang-PCA,arc labels,32.0,0.49530178853161694,0.037037037037037035,0.014925373134328358
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,NoAdapt,nothing,,0.5045934965025202,0.06896551724137931,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,TargetOnly,arc labels,,0.47088225849238374,0.0521415270018622,0.417910447761194
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,Source+Target,arc labels,,0.5125657959035506,0.125,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,COT,arc labels,,0.39428675146251907,0.0455005055611729,0.6716417910447762
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,none-Ang-HS4,arc labels,,0.5065062898789495,0.1,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,none-Ang-HSsrc,nothing,,0.501361294556218,0.06451612903225806,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,none-Ang-PCA,arc segments,32.0,0.4265040559596778,0.014423076923076924,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTu-Ang-HS4,arc labels,,0.6073956689890119,0.10472972972972973,0.4626865671641791
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTu-Ang-HSsrc,arc segments,,0.4694302109657512,0.03980099502487562,0.11940298507462686
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTu-Ang-PCA,arc segments,16.0,0.6386077098138867,0.11178247734138973,0.5522388059701493
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTc-Ang-HS4,arc labels,,0.5739636708878433,0.06903991370010787,0.9552238805970149
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTc-Ang-HSsrc,arc labels,,0.6002959943035058,0.09234828496042216,0.5223880597014925
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,QOTc-Ang-PCA,arc labels,64.0,0.4746869022520699,0.05230125523012552,0.373134328358209
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,SDM-Ang-HS4,arc labels,,0.5739846138810158,0.06923076923076923,0.9402985074626866
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,SDM-Ang-HSsrc,arc labels,,0.6209667285648465,0.0828125,0.7910447761194029
Right,contig,Ang,HTL,PTT,1,0.2,1,1136,67,454,19,SDM-Ang-PCA,arc labels,64.0,0.7099604875528811,0.13505747126436782,0.7014925373134329
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,NoAdapt,nothing,,0.5045934965025202,0.06896551724137931,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,TargetOnly,arc labels,,0.5069391117378496,0.06103286384976526,0.3880597014925373
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,Source+Target,arc labels,,0.5326152213674378,0.1875,0.08955223880597014
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,COT,arc labels,,0.41830836463147314,0.046134663341645885,0.5522388059701493
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,none-Ang-HS4,arc labels,,0.5102271616659453,0.10344827586206896,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,none-Ang-HSsrc,nothing,,0.501361294556218,0.06451612903225806,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,none-Ang-PCA,arc segments,64.0,0.4232090250338578,0.017241379310344827,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTu-Ang-HS4,arc labels,,0.48399257221842146,0.04201680672268908,0.07462686567164178
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTu-Ang-HSsrc,arc segments,,0.47791212320064785,0.03787878787878788,0.07462686567164178
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTu-Ang-PCA,arc segments,64.0,0.5694260223671167,0.07865168539325842,0.5223880597014925
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTc-Ang-HS4,arc labels,,0.6591039191321224,0.11549295774647887,0.6119402985074627
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTc-Ang-HSsrc,arc labels,,0.6144115717018277,0.1103202846975089,0.4626865671641791
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,QOTc-Ang-PCA,arc labels,64.0,0.6048057188333357,0.08514851485148515,0.6417910447761194
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,SDM-Ang-HS4,arc labels,,0.6492816553341804,0.10904255319148937,0.6119402985074627
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,SDM-Ang-HSsrc,arc labels,,0.6002959943035058,0.09234828496042216,0.5223880597014925
Right,contig,Ang,HTL,PTT,1,0.3,1,1136,67,682,36,SDM-Ang-PCA,arc labels,64.0,0.4183642126132667,0.031746031746031744,0.1791044776119403
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,NoAdapt,nothing,,0.5045934965025202,0.06896551724137931,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,TargetOnly,arc labels,,0.5622146517180235,0.09166666666666666,0.3283582089552239
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,Source+Target,arc labels,,0.5097594348184242,0.1,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,COT,arc labels,,0.3943914664283819,0.04424778761061947,0.5970149253731343
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,none-Ang-HS4,arc labels,,0.5055498931907348,0.07692307692307693,0.04477611940298507
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,none-Ang-HSsrc,nothing,,0.501361294556218,0.06451612903225806,0.029850746268656716
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,none-Ang-PCA,arc segments,64.0,0.4278862935090683,0.018018018018018018,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTu-Ang-HS4,arc labels,,0.48261033466903086,0.0380952380952381,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTu-Ang-HSsrc,arc segments,,0.47746533934629937,0.034482758620689655,0.05970149253731343
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTu-Ang-PCA,arc segments,64.0,0.6215531323736788,0.1524390243902439,0.373134328358209
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTc-Ang-HS4,arc labels,,0.7246903927509319,0.27692307692307694,0.5373134328358209
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTc-Ang-HSsrc,arc labels,,0.635968892674141,0.14427860696517414,0.43283582089552236
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,QOTc-Ang-PCA,arc labels,64.0,0.6321851919076275,0.12757201646090535,0.4626865671641791
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,SDM-Ang-HS4,arc labels,,0.6219370872485095,0.12554112554112554,0.43283582089552236
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,SDM-Ang-HSsrc,arc labels,,0.6069279421414908,0.10437710437710437,0.4626865671641791
Right,contig,Ang,HTL,PTT,1,0.5,1,1136,67,1112,54,SDM-Ang-PCA,arc labels,64.0,0.43798779721597814,0.036827195467422094,0.19402985074626866
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,NoAdapt,nothing,,0.503190315959957,0.06557377049180328,0.05970149253731343
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,TargetOnly,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,Source+Target,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,COT,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,none-Ang-HS4,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,none-Ang-HSsrc,nothing,,0.500893567708697,0.0625,0.029850746268656716
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,none-Ang-PCA,arc segments,64.0,0.4629658070731469,0.027210884353741496,0.05970149253731343
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTu-Ang-HS4,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTu-Ang-HSsrc,arc segments,,0.5751225165100596,0.08493150684931507,0.4626865671641791
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTu-Ang-PCA,arc segments,8.0,0.5625637016042333,0.0700280112044818,0.746268656716418
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTc-Ang-HS4,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTc-Ang-HSsrc,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,QOTc-Ang-PCA,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,SDM-Ang-HS4,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,SDM-Ang-HSsrc,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.05,0,1136,67,114,0,SDM-Ang-PCA,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,NoAdapt,nothing,,0.503190315959957,0.06557377049180328,0.05970149253731343
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,TargetOnly,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,Source+Target,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,COT,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,none-Ang-HS4,arc labels,,,,
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,none-Ang-HSsrc,nothing,,0.500893567708697,0.0625,0.029850746268656716
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,none-Ang-PCA,arc segments,32.0,0.477486282339472,0.030303030303030304,0.04477611940298507
Right,contig,Ang,HTL,PTT,2,0.1,0,1136,67,227,0,QOTu-Ang-HS4,arc labels,,,,
