Side,alpha,Source,Target,Rot,AdaptFrac,Method,BAC
Right,0.01,WRM,RTT,0,0.05,QOTu-HSsrc,0.608600568193431
Right,0.01,WRM,RTT,0,0.05,none-HSsrc,0.7413391378993195
Right,0.01,WRM,RTT,0,0.5,QOTu-HSsrc,0.7646084983751302
Right,0.01,WRM,RTT,0,0.5,none-HSsrc,0.7413391378993195
Right,0.01,WRM,RTT,1,0.05,QOTu-HSsrc,0.6616277699198492
Right,0.01,WRM,RTT,1,0.05,none-HSsrc,0.7380068363979255
Right,0.01,WRM,RTT,1,0.5,QOTu-HSsrc,0.7337635549269212
Right,0.01,WRM,RTT,1,0.5,none-HSsrc,0.7380068363979255
Right,0.01,WRM,RTT,2,0.05,QOTu-HSsrc,0.8236379337415607
Right,0.01,WRM,RTT,2,0.05,none-HSsrc,0.8307034071282776
Right,0.01,WRM,RTT,2,0.5,QOTu-HSsrc,0.8215182917255457
Right,0.01,WRM,RTT,2,0.5,none-HSsrc,0.8307034071282776
Right,0.01,WRM,RTT,3,0.05,QOTu-HSsrc,0.8224603548437746
Right,0.01,WRM,RTT,3,0.05,none-HSsrc,0.8299968597896059
Right,0.01,WRM,RTT,3,0.5,QOTu-HSsrc,0.8203407128277596
Right,0.01,WRM,RTT,3,0.5,none-HSsrc,0.8299968597896059
Right,0.01,WRM,RTT,4,0.05,QOTu-HSsrc,0.7668978053049684
Right,0.01,WRM,RTT,4,0.05,none-HSsrc,0.7704322068129796
Right,0.01,WRM,RTT,4,0.5,QOTu-HSsrc,0.7591221219873434
Right,0.01,WRM,RTT,4,0.5,none-HSsrc,0.7704322068129796
Right,0.01,WRM,RTT,5,0.05,QOTu-HSsrc,0.649480088018294
Right,0.01,WRM,RTT,5,0.05,none-HSsrc,0.6799413211373344
Right,0.01,WRM,RTT,5,0.5,QOTu-HSsrc,0.6927018164559693
Right,0.01,WRM,RTT,5,0.5,none-HSsrc,0.6799413211373344
Right,0.01,WRM,RTT,6,0.05,QOTu-HSsrc,0.6623666164396199
Right,0.01,WRM,RTT,6,0.05,none-HSsrc,0.621421322918909
Right,0.01,WRM,RTT,6,0.5,QOTu-HSsrc,0.6113349118976599
Right,0.01,WRM,RTT,6,0.5,none-HSsrc,0.621421322918909
Right,0.01,WRM,RTT,7,0.05,QOTu-HSsrc,0.6513098649201801
Right,0.01,WRM,RTT,7,0.05,none-HSsrc,0.6315868467730932
Right,0.01,WRM,RTT,7,0.5,QOTu-HSsrc,0.6221926592986764
Right,0.01,WRM,RTT,7,0.5,none-HSsrc,0.6315868467730932
Left,0.01,HTL,PTT,0,0.05,QOTu-HSsrc,0.4873733698998153
Left,0.01,HTL,PTT,0,0.05,none-HSsrc,0.4930822186153243
Left,0.01,HTL,PTT,0,0.5,QOTu-HSsrc,0.4864218951138971
Left,0.01,HTL,PTT,0,0.5,none-HSsrc,0.4930822186153243
Left,0.01,HTL,PTT,1,0.05,QOTu-HSsrc,0.4853028798411122
Left,0.01,HTL,PTT,1,0.05,none-HSsrc,0.49143495531281034
Left,0.01,HTL,PTT,1,0.5,QOTu-HSsrc,0.4848311817279047
Left,0.01,HTL,PTT,1,0.5,none-HSsrc,0.49143495531281034
Left,0.01,HTL,PTT,2,0.05,QOTu-HSsrc,0.5167885407506827
Left,0.01,HTL,PTT,2,0.05,none-HSsrc,0.4922016013329014
Left,0.01,HTL,PTT,2,0.5,QOTu-HSsrc,0.4850858518072847
Left,0.01,HTL,PTT,2,0.5,none-HSsrc,0.4922016013329014
Left,0.01,HTL,PTT,3,0.05,QOTu-HSsrc,0.4790710846785613
Left,0.01,HTL,PTT,3,0.05,none-HSsrc,0.48280940243557063
Left,0.01,HTL,PTT,3,0.5,QOTu-HSsrc,0.4790710846785613
Left,0.01,HTL,PTT,3,0.5,none-HSsrc,0.48280940243557063
Left,0.01,HTL,PTT,4,0.05,QOTu-HSsrc,0.48973880597014924
Left,0.01,HTL,PTT,4,0.05,none-HSsrc,0.4906716417910448
Left,0.01,HTL,PTT,4,0.5,QOTu-HSsrc,0.4878731343283582
Left,0.01,HTL,PTT,4,0.5,none-HSsrc,0.4906716417910448
Left,0.01,HTL,PTT,5,0.05,QOTu-HSsrc,0.49318181818181817
Left,0.01,HTL,PTT,5,0.05,none-HSsrc,0.4940909090909091
Left,0.01,HTL,PTT,5,0.5,QOTu-HSsrc,0.49318181818181817
Left,0.01,HTL,PTT,5,0.5,none-HSsrc,0.4940909090909091
Left,0.01,HTL,PTT,6,0.05,QOTu-HSsrc,0.5796060359627723
Left,0.01,HTL,PTT,6,0.05,none-HSsrc,0.5272341194542333
Left,0.01,HTL,PTT,6,0.5,QOTu-HSsrc,0.5800668654558597
Left,0.01,HTL,PTT,6,0.5,none-HSsrc,0.5272341194542333
Left,0.01,HTL,PTT,7,0.05,QOTu-HSsrc,0.5768980625727391
Left,0.01,HTL,PTT,7,0.05,none-HSsrc,0.5231738207708633
Left,0.01,HTL,PTT,7,0.5,QOTu-HSsrc,0.5681009105223523
Left,0.01,HTL,PTT,7,0.5,none-HSsrc,0.5231738207708633
Left,0.01,HTL,RTT,0,0.05,QOTu-HSsrc,0.6749488334015554
Left,0.01,HTL,RTT,0,0.05,none-HSsrc,0.7173079547005048
Left,0.01,HTL,RTT,0,0.5,QOTu-HSsrc,0.7008323100013645
Left,0.01,HTL,RTT,0,0.5,none-HSsrc,0.7173079547005048
Left,0.01,HTL,RTT,1,0.05,QOTu-HSsrc,0.6354019330504479
Left,0.01,HTL,RTT,1,0.05,none-HSsrc,0.5320898161244696
Left,0.01,HTL,RTT,1,0.5,QOTu-HSsrc,0.6290370108439416
Left,0.01,HTL,RTT,1,0.5,none-HSsrc,0.5320898161244696
Left,0.01,HTL,RTT,2,0.05,QOTu-HSsrc,0.6528760018859029
Left,0.01,HTL,RTT,2,0.05,none-HSsrc,0.5618222536539368
Left,0.01,HTL,RTT,2,0.5,QOTu-HSsrc,0.6625412541254125
Left,0.01,HTL,RTT,2,0.5,none-HSsrc,0.5618222536539368
Left,0.01,HTL,RTT,3,0.05,QOTu-HSsrc,0.6354297693920335
Left,0.01,HTL,RTT,3,0.05,none-HSsrc,0.5479035639412998
Left,0.01,HTL,RTT,3,0.5,QOTu-HSsrc,0.6347222222222222
Left,0.01,HTL,RTT,3,0.5,none-HSsrc,0.5479035639412998
Left,0.01,HTL,RTT,4,0.05,QOTu-HSsrc,0.5544410672070246
Left,0.01,HTL,RTT,4,0.05,none-HSsrc,0.5080715974332995
Left,0.01,HTL,RTT,4,0.5,QOTu-HSsrc,0.5551502870651807
Left,0.01,HTL,RTT,4,0.5,none-HSsrc,0.5080715974332995
Left,0.01,HTL,RTT,5,0.05,QOTu-HSsrc,0.5280917370788982
Left,0.01,HTL,RTT,5,0.05,none-HSsrc,0.5431069168587
Left,0.01,HTL,RTT,5,0.5,QOTu-HSsrc,0.5568418742455832
Left,0.01,HTL,RTT,5,0.5,none-HSsrc,0.5431069168587
Left,0.01,HTL,RTT,6,0.05,QOTu-HSsrc,0.48077586664543187
Left,0.01,HTL,RTT,6,0.05,none-HSsrc,0.5384880819663429
Left,0.01,HTL,RTT,6,0.5,QOTu-HSsrc,0.546437861655253
Left,0.01,HTL,RTT,6,0.5,none-HSsrc,0.5384880819663429
Left,0.01,HTL,RTT,7,0.05,QOTu-HSsrc,0.5179219538818393
Left,0.01,HTL,RTT,7,0.05,none-HSsrc,0.5311911584117888
Left,0.01,HTL,RTT,7,0.5,QOTu-HSsrc,0.5939828080229226
Left,0.01,HTL,RTT,7,0.5,none-HSsrc,0.5311911584117888
Left,0.01,HTL,WRM,0,0.05,QOTu-HSsrc,0.5339474479009363
Left,0.01,HTL,WRM,0,0.05,none-HSsrc,0.5048021745696164
Left,0.01,HTL,WRM,0,0.5,QOTu-HSsrc,0.5598912715191785
Left,0.01,HTL,WRM,0,0.5,none-HSsrc,0.5048021745696164
Left,0.01,HTL,WRM,1,0.05,QOTu-HSsrc,0.48588154269972456
Left,0.01,HTL,WRM,1,0.05,none-HSsrc,0.4796831955922865
Left,0.01,HTL,WRM,1,0.5,QOTu-HSsrc,0.5020661157024793
Left,0.01,HTL,WRM,1,0.5,none-HSsrc,0.4796831955922865
Left,0.01,HTL,WRM,2,0.05,QOTu-HSsrc,0.4724517906336088
Left,0.01,HTL,WRM,2,0.05,none-HSsrc,0.46108815426997246
Left,0.01,HTL,WRM,2,0.5,QOTu-HSsrc,0.5010330578512396
Left,0.01,HTL,WRM,2,0.5,none-HSsrc,0.46108815426997246
Left,0.01,HTL,WRM,3,0.05,QOTu-HSsrc,0.4749293785310735
Left,0.01,HTL,WRM,3,0.05,none-HSsrc,0.4612758945386064
Left,0.01,HTL,WRM,3,0.5,QOTu-HSsrc,0.46786723163841804
Left,0.01,HTL,WRM,3,0.5,none-HSsrc,0.4612758945386064
Left,0.01,HTL,WRM,4,0.05,QOTu-HSsrc,0.5180613668061367
Left,0.01,HTL,WRM,4,0.05,none-HSsrc,0.44748953974895395
Left,0.01,HTL,WRM,4,0.5,QOTu-HSsrc,0.50139470013947
Left,0.01,HTL,WRM,4,0.5,none-HSsrc,0.44748953974895395
Left,0.01,HTL,WRM,5,0.05,QOTu-HSsrc,0.44226190476190474
Left,0.01,HTL,WRM,5,0.05,none-HSsrc,0.41294642857142855
Left,0.01,HTL,WRM,5,0.5,QOTu-HSsrc,0.45788690476190474
Left,0.01,HTL,WRM,5,0.5,none-HSsrc,0.41294642857142855
Left,0.01,HTL,WRM,6,0.05,QOTu-HSsrc,0.5308390022675737
Left,0.01,HTL,WRM,6,0.05,none-HSsrc,0.4065759637188209
Left,0.01,HTL,WRM,6,0.5,QOTu-HSsrc,0.5308390022675737
Left,0.01,HTL,WRM,6,0.5,none-HSsrc,0.4065759637188209
Left,0.01,HTL,WRM,7,0.05,QOTu-HSsrc,0.39436013346249055
Left,0.01,HTL,WRM,7,0.05,none-HSsrc,0.3798299429555484
Left,0.01,HTL,WRM,7,0.5,QOTu-HSsrc,0.48912926487999137
Left,0.01,HTL,WRM,7,0.5,none-HSsrc,0.3798299429555484
Left,0.01,PTT,HTL,0,0.05,QOTu-HSsrc,0.5882931048038368
Left,0.01,PTT,HTL,0,0.05,none-HSsrc,0.6045483135466625
Left,0.01,PTT,HTL,0,0.5,QOTu-HSsrc,0.6003616636528029
Left,0.01,PTT,HTL,0,0.5,none-HSsrc,0.6045483135466625
Left,0.01,PTT,HTL,1,0.05,QOTu-HSsrc,0.572594726733019
Left,0.01,PTT,HTL,1,0.05,none-HSsrc,0.5809760782259473
Left,0.01,PTT,HTL,1,0.5,QOTu-HSsrc,0.5792736162039462
Left,0.01,PTT,HTL,1,0.5,none-HSsrc,0.5809760782259473
Left,0.01,PTT,HTL,2,0.05,QOTu-HSsrc,0.5816331036919272
Left,0.01,PTT,HTL,2,0.05,none-HSsrc,0.5771285991874227
Left,0.01,PTT,HTL,2,0.5,QOTu-HSsrc,0.585673909203321
Left,0.01,PTT,HTL,2,0.5,none-HSsrc,0.5771285991874227
Left,0.01,PTT,HTL,3,0.05,QOTu-HSsrc,0.5816298451136095
Left,0.01,PTT,HTL,3,0.05,none-HSsrc,0.5981012658227849
Left,0.01,PTT,HTL,3,0.5,QOTu-HSsrc,0.5981012658227849
Left,0.01,PTT,HTL,3,0.5,none-HSsrc,0.5981012658227849
Left,0.01,PTT,HTL,4,0.05,QOTu-HSsrc,0.5375910931174088
Left,0.01,PTT,HTL,4,0.05,none-HSsrc,0.5586032388663967
Left,0.01,PTT,HTL,4,0.5,QOTu-HSsrc,0.5717611336032389
Left,0.01,PTT,HTL,4,0.5,none-HSsrc,0.5586032388663967
Left,0.01,PTT,HTL,5,0.05,QOTu-HSsrc,0.5461006735200283
Left,0.01,PTT,HTL,5,0.05,none-HSsrc,0.5435306628855017
Left,0.01,PTT,HTL,5,0.5,QOTu-HSsrc,0.5480680609712867
Left,0.01,PTT,HTL,5,0.5,none-HSsrc,0.5435306628855017
Left,0.01,PTT,HTL,6,0.05,QOTu-HSsrc,0.5358866320944973
Left,0.01,PTT,HTL,6,0.05,none-HSsrc,0.5485811005473926
Left,0.01,PTT,HTL,6,0.5,QOTu-HSsrc,0.5437734082397003
Left,0.01,PTT,HTL,6,0.5,none-HSsrc,0.5485811005473926
Left,0.01,PTT,HTL,7,0.05,QOTu-HSsrc,0.5350893116468196
Left,0.01,PTT,HTL,7,0.05,none-HSsrc,0.5089674702294511
Left,0.01,PTT,HTL,7,0.5,QOTu-HSsrc,0.5041751379610804
Left,0.01,PTT,HTL,7,0.5,none-HSsrc,0.5089674702294511
Left,0.01,PTT,RTT,0,0.05,QOTu-HSsrc,0.5567267021421749
Left,0.01,PTT,RTT,0,0.05,none-HSsrc,0.6266884977486696
Left,0.01,PTT,RTT,0,0.5,QOTu-HSsrc,0.6126006276436076
Left,0.01,PTT,RTT,0,0.5,none-HSsrc,0.6266884977486696
Left,0.01,PTT,RTT,1,0.05,QOTu-HSsrc,0.43926803394625175
Left,0.01,PTT,RTT,1,0.05,none-HSsrc,0.5196546440358322
Left,0.01,PTT,RTT,1,0.5,QOTu-HSsrc,0.49678807166430927
Left,0.01,PTT,RTT,1,0.5,none-HSsrc,0.5196546440358322
Left,0.01,PTT,RTT,2,0.05,QOTu-HSsrc,0.49475483262611974
Left,0.01,PTT,RTT,2,0.05,none-HSsrc,0.5132897218293258
Left,0.01,PTT,RTT,2,0.5,QOTu-HSsrc,0.5904349363507779
Left,0.01,PTT,RTT,2,0.5,none-HSsrc,0.5132897218293258
Left,0.01,PTT,RTT,3,0.05,QOTu-HSsrc,0.5394654088050315
Left,0.01,PTT,RTT,3,0.05,none-HSsrc,0.5067610062893082
Left,0.01,PTT,RTT,3,0.5,QOTu-HSsrc,0.5777777777777777
Left,0.01,PTT,RTT,3,0.5,none-HSsrc,0.5067610062893082
Left,0.01,PTT,RTT,4,0.05,QOTu-HSsrc,0.49842958459979736
Left,0.01,PTT,RTT,4,0.05,none-HSsrc,0.4799560959135427
Left,0.01,PTT,RTT,4,0.5,QOTu-HSsrc,0.5130867950016886
Left,0.01,PTT,RTT,4,0.5,none-HSsrc,0.4799560959135427
Left,0.01,PTT,RTT,5,0.05,QOTu-HSsrc,0.4587585500566956
Left,0.01,PTT,RTT,5,0.05,none-HSsrc,0.4806046307472841
Left,0.01,PTT,RTT,5,0.5,QOTu-HSsrc,0.4841160978821464
Left,0.01,PTT,RTT,5,0.5,none-HSsrc,0.4806046307472841
Left,0.01,PTT,RTT,6,0.05,QOTu-HSsrc,0.4411265063438976
Left,0.01,PTT,RTT,6,0.05,none-HSsrc,0.4844654138132399
Left,0.01,PTT,RTT,6,0.5,QOTu-HSsrc,0.4776039178213091
Left,0.01,PTT,RTT,6,0.5,none-HSsrc,0.4844654138132399
Left,0.01,PTT,RTT,7,0.05,QOTu-HSsrc,0.42064401691908854
Left,0.01,PTT,RTT,7,0.05,none-HSsrc,0.46063583026333743
Left,0.01,PTT,RTT,7,0.5,QOTu-HSsrc,0.4352844862873516
Left,0.01,PTT,RTT,7,0.5,none-HSsrc,0.46063583026333743
Left,0.01,PTT,WRM,0,0.05,QOTu-HSsrc,0.4382059800664452
Left,0.01,PTT,WRM,0,0.05,none-HSsrc,0.4566898218061009
Left,0.01,PTT,WRM,0,0.5,QOTu-HSsrc,0.4392630625188765
Left,0.01,PTT,WRM,0,0.5,none-HSsrc,0.4566898218061009
Left,0.01,PTT,WRM,1,0.05,QOTu-HSsrc,0.48174931129476584
Left,0.01,PTT,WRM,1,0.05,none-HSsrc,0.45282369146005513
Left,0.01,PTT,WRM,1,0.5,QOTu-HSsrc,0.4228650137741047
Left,0.01,PTT,WRM,1,0.5,none-HSsrc,0.45282369146005513
Left,0.01,PTT,WRM,2,0.05,QOTu-HSsrc,0.40478650137741046
Left,0.01,PTT,WRM,2,0.05,none-HSsrc,0.4476584022038568
Left,0.01,PTT,WRM,2,0.5,QOTu-HSsrc,0.40736914600550966
Left,0.01,PTT,WRM,2,0.5,none-HSsrc,0.4476584022038568
Left,0.01,PTT,WRM,3,0.05,QOTu-HSsrc,0.4544491525423729
Left,0.01,PTT,WRM,3,0.05,none-HSsrc,0.46445386064030136
Left,0.01,PTT,WRM,3,0.5,QOTu-HSsrc,0.4499764595103578
Left,0.01,PTT,WRM,3,0.5,none-HSsrc,0.46445386064030136
Left,0.01,PTT,WRM,4,0.05,QOTu-HSsrc,0.46066945606694565
Left,0.01,PTT,WRM,4,0.05,none-HSsrc,0.4944909344490934
Left,0.01,PTT,WRM,4,0.5,QOTu-HSsrc,0.5099721059972107
Left,0.01,PTT,WRM,4,0.5,none-HSsrc,0.4944909344490934
Left,0.01,PTT,WRM,5,0.05,QOTu-HSsrc,0.4648809523809524
Left,0.01,PTT,WRM,5,0.05,none-HSsrc,0.49122023809523807
Left,0.01,PTT,WRM,5,0.5,QOTu-HSsrc,0.503125
Left,0.01,PTT,WRM,5,0.5,none-HSsrc,0.49122023809523807
Left,0.01,PTT,WRM,6,0.05,QOTu-HSsrc,0.495578231292517
Left,0.01,PTT,WRM,6,0.05,none-HSsrc,0.4925170068027211
Left,0.01,PTT,WRM,6,0.5,QOTu-HSsrc,0.5350340136054421
Left,0.01,PTT,WRM,6,0.5,none-HSsrc,0.4925170068027211
Left,0.01,PTT,WRM,7,0.05,QOTu-HSsrc,0.5318587880744806
Left,0.01,PTT,WRM,7,0.05,none-HSsrc,0.509148638467334
Left,0.01,PTT,WRM,7,0.5,QOTu-HSsrc,0.4899364976859326
Left,0.01,PTT,WRM,7,0.5,none-HSsrc,0.509148638467334
Left,0.01,RTT,HTL,0,0.05,QOTu-HSsrc,0.6807532038682287
Left,0.01,RTT,HTL,0,0.05,none-HSsrc,0.7116911706895196
Left,0.01,RTT,HTL,0,0.5,QOTu-HSsrc,0.6796917996697853
Left,0.01,RTT,HTL,0,0.5,none-HSsrc,0.7116911706895196
Left,0.01,RTT,HTL,1,0.05,QOTu-HSsrc,0.6884712764099878
Left,0.01,RTT,HTL,1,0.05,none-HSsrc,0.713506198707875
Left,0.01,RTT,HTL,1,0.5,QOTu-HSsrc,0.6086738257377335
Left,0.01,RTT,HTL,1,0.5,none-HSsrc,0.713506198707875
Left,0.01,RTT,HTL,2,0.05,QOTu-HSsrc,0.5855635046811517
Left,0.01,RTT,HTL,2,0.05,none-HSsrc,0.6876214449743862
Left,0.01,RTT,HTL,2,0.5,QOTu-HSsrc,0.6493552375905317
Left,0.01,RTT,HTL,2,0.5,none-HSsrc,0.6876214449743862
Left,0.01,RTT,HTL,3,0.05,QOTu-HSsrc,0.630100636842519
Left,0.01,RTT,HTL,3,0.05,none-HSsrc,0.6777655476059439
Left,0.01,RTT,HTL,3,0.5,QOTu-HSsrc,0.6575792122022172
Left,0.01,RTT,HTL,3,0.5,none-HSsrc,0.6777655476059439
Left,0.01,RTT,HTL,4,0.05,QOTu-HSsrc,0.5993522267206478
Left,0.01,RTT,HTL,4,0.05,none-HSsrc,0.6607287449392713
Left,0.01,RTT,HTL,4,0.5,QOTu-HSsrc,0.6391902834008096
Left,0.01,RTT,HTL,4,0.5,none-HSsrc,0.6607287449392713
Left,0.01,RTT,HTL,5,0.05,QOTu-HSsrc,0.5959057071960299
Left,0.01,RTT,HTL,5,0.05,none-HSsrc,0.6254874158099964
Left,0.01,RTT,HTL,5,0.5,QOTu-HSsrc,0.6219071251329316
Left,0.01,RTT,HTL,5,0.5,none-HSsrc,0.6254874158099964
Left,0.01,RTT,HTL,6,0.05,QOTu-HSsrc,0.5671096225871506
Left,0.01,RTT,HTL,6,0.05,none-HSsrc,0.5998811581676751
Left,0.01,RTT,HTL,6,0.5,QOTu-HSsrc,0.5942811869778162
Left,0.01,RTT,HTL,6,0.5,none-HSsrc,0.5998811581676751
Left,0.01,RTT,HTL,7,0.05,QOTu-HSsrc,0.4763287830380482
Left,0.01,RTT,HTL,7,0.05,none-HSsrc,0.5442927679349404
Left,0.01,RTT,HTL,7,0.5,QOTu-HSsrc,0.5203311065930873
Left,0.01,RTT,HTL,7,0.5,none-HSsrc,0.5442927679349404
Left,0.01,RTT,PTT,0,0.05,QOTu-HSsrc,0.48422230928527454
Left,0.01,RTT,PTT,0,0.05,none-HSsrc,0.4840040297755639
Left,0.01,RTT,PTT,0,0.5,QOTu-HSsrc,0.5065371914703084
Left,0.01,RTT,PTT,0,0.5,none-HSsrc,0.4840040297755639
Left,0.01,RTT,PTT,1,0.05,QOTu-HSsrc,0.4879592850049652
Left,0.01,RTT,PTT,1,0.05,none-HSsrc,0.4902929493545184
Left,0.01,RTT,PTT,1,0.5,QOTu-HSsrc,0.4837140019860973
Left,0.01,RTT,PTT,1,0.5,none-HSsrc,0.4902929493545184
Left,0.01,RTT,PTT,2,0.05,QOTu-HSsrc,0.4925949923635859
Left,0.01,RTT,PTT,2,0.05,none-HSsrc,0.49774378673578007
Left,0.01,RTT,PTT,2,0.5,QOTu-HSsrc,0.49544129217383254
Left,0.01,RTT,PTT,2,0.5,none-HSsrc,0.49774378673578007
Left,0.01,RTT,PTT,3,0.05,QOTu-HSsrc,0.5028603794958936
Left,0.01,RTT,PTT,3,0.05,none-HSsrc,0.5098697252902861
Left,0.01,RTT,PTT,3,0.5,QOTu-HSsrc,0.506499575191164
Left,0.01,RTT,PTT,3,0.5,none-HSsrc,0.5098697252902861
Left,0.01,RTT,PTT,4,0.05,QOTu-HSsrc,0.49463619402985076
Left,0.01,RTT,PTT,4,0.05,none-HSsrc,0.5010494402985075
Left,0.01,RTT,PTT,4,0.5,QOTu-HSsrc,0.49696828358208955
Left,0.01,RTT,PTT,4,0.5,none-HSsrc,0.5010494402985075
Left,0.01,RTT,PTT,5,0.05,QOTu-HSsrc,0.5456060606060606
Left,0.01,RTT,PTT,5,0.05,none-HSsrc,0.5356060606060606
Left,0.01,RTT,PTT,5,0.5,QOTu-HSsrc,0.5442424242424243
Left,0.01,RTT,PTT,5,0.5,none-HSsrc,0.5356060606060606
Left,0.01,RTT,PTT,6,0.05,QOTu-HSsrc,0.6035330261136712
Left,0.01,RTT,PTT,6,0.05,none-HSsrc,0.5970814132104455
Left,0.01,RTT,PTT,6,0.5,QOTu-HSsrc,0.6067588325652842
Left,0.01,RTT,PTT,6,0.5,none-HSsrc,0.5970814132104455
Left,0.01,RTT,PTT,7,0.05,QOTu-HSsrc,0.6112993770110221
Left,0.01,RTT,PTT,7,0.05,none-HSsrc,0.6159204490997467
Left,0.01,RTT,PTT,7,0.5,QOTu-HSsrc,0.6265660299856233
Left,0.01,RTT,PTT,7,0.5,none-HSsrc,0.6159204490997467
Left,0.01,RTT,WRM,0,0.05,QOTu-HSsrc,0.6085472666868016
Left,0.01,RTT,WRM,0,0.05,none-HSsrc,0.5599214738749623
Left,0.01,RTT,WRM,0,0.5,QOTu-HSsrc,0.6085472666868016
Left,0.01,RTT,WRM,0,0.5,none-HSsrc,0.5599214738749623
Left,0.01,RTT,WRM,1,0.05,QOTu-HSsrc,0.5476928374655647
Left,0.01,RTT,WRM,1,0.05,none-HSsrc,0.503271349862259
Left,0.01,RTT,WRM,1,0.5,QOTu-HSsrc,0.5549242424242424
Left,0.01,RTT,WRM,1,0.5,none-HSsrc,0.503271349862259
Left,0.01,RTT,WRM,2,0.05,QOTu-HSsrc,0.5786845730027548
Left,0.01,RTT,WRM,2,0.05,none-HSsrc,0.5198002754820936
Left,0.01,RTT,WRM,2,0.5,QOTu-HSsrc,0.5559573002754821
Left,0.01,RTT,WRM,2,0.5,none-HSsrc,0.5198002754820936
Left,0.01,RTT,WRM,3,0.05,QOTu-HSsrc,0.5340160075329567
Left,0.01,RTT,WRM,3,0.05,none-HSsrc,0.5363700564971752
Left,0.01,RTT,WRM,3,0.5,QOTu-HSsrc,0.5287193973634652
Left,0.01,RTT,WRM,3,0.5,none-HSsrc,0.5363700564971752
Left,0.01,RTT,WRM,4,0.05,QOTu-HSsrc,0.5253835425383543
Left,0.01,RTT,WRM,4,0.05,none-HSsrc,0.5295676429567643
Left,0.01,RTT,WRM,4,0.5,QOTu-HSsrc,0.5129707112970712
Left,0.01,RTT,WRM,4,0.5,none-HSsrc,0.5295676429567643
Left,0.01,RTT,WRM,5,0.05,QOTu-HSsrc,0.49017857142857146
Left,0.01,RTT,WRM,5,0.05,none-HSsrc,0.48913690476190474
Left,0.01,RTT,WRM,5,0.5,QOTu-HSsrc,0.49642857142857144
Left,0.01,RTT,WRM,5,0.5,none-HSsrc,0.48913690476190474
Left,0.01,RTT,WRM,6,0.05,QOTu-HSsrc,0.5218820861678005
Left,0.01,RTT,WRM,6,0.05,none-HSsrc,0.5428571428571429
Left,0.01,RTT,WRM,6,0.5,QOTu-HSsrc,0.55
Left,0.01,RTT,WRM,6,0.5,none-HSsrc,0.5428571428571429
Left,0.01,RTT,WRM,7,0.05,QOTu-HSsrc,0.5003767086427726
Left,0.01,RTT,WRM,7,0.05,none-HSsrc,0.5088257453449575
Left,0.01,RTT,WRM,7,0.5,QOTu-HSsrc,0.5129157248950598
Left,0.01,RTT,WRM,7,0.5,none-HSsrc,0.5088257453449575
Left,0.01,WRM,HTL,0,0.05,QOTu-HSsrc,0.5326676625520874
Left,0.01,WRM,HTL,0,0.05,none-HSsrc,0.4809733469612391
Left,0.01,WRM,HTL,0,0.5,QOTu-HSsrc,0.49542023744005026
Left,0.01,WRM,HTL,0,0.5,none-HSsrc,0.4809733469612391
Left,0.01,WRM,HTL,1,0.05,QOTu-HSsrc,0.4927317967522263
Left,0.01,WRM,HTL,1,0.05,none-HSsrc,0.4828444211629125
Left,0.01,WRM,HTL,1,0.5,QOTu-HSsrc,0.49676968744543387
Left,0.01,WRM,HTL,1,0.5,none-HSsrc,0.4828444211629125
Left,0.01,WRM,HTL,2,0.05,QOTu-HSsrc,0.5337396219749161
Left,0.01,WRM,HTL,2,0.05,none-HSsrc,0.47273008302420066
Left,0.01,WRM,HTL,2,0.5,QOTu-HSsrc,0.4989842783960431
Left,0.01,WRM,HTL,2,0.5,none-HSsrc,0.47273008302420066
Left,0.01,WRM,HTL,3,0.05,QOTu-HSsrc,0.4819168173598553
Left,0.01,WRM,HTL,3,0.05,none-HSsrc,0.4513523075713499
Left,0.01,WRM,HTL,3,0.5,QOTu-HSsrc,0.45003538013994815
Left,0.01,WRM,HTL,3,0.5,none-HSsrc,0.4513523075713499
Left,0.01,WRM,HTL,4,0.05,QOTu-HSsrc,0.4462753036437247
Left,0.01,WRM,HTL,4,0.05,none-HSsrc,0.44346153846153846
Left,0.01,WRM,HTL,4,0.5,QOTu-HSsrc,0.4574696356275304
Left,0.01,WRM,HTL,4,0.5,none-HSsrc,0.44346153846153846
Left,0.01,WRM,HTL,5,0.05,QOTu-HSsrc,0.4361573909961006
Left,0.01,WRM,HTL,5,0.05,none-HSsrc,0.43862105636299187
Left,0.01,WRM,HTL,5,0.5,QOTu-HSsrc,0.42798652959943284
Left,0.01,WRM,HTL,5,0.5,none-HSsrc,0.43862105636299187
Left,0.01,WRM,HTL,6,0.05,QOTu-HSsrc,0.4337006626332469
Left,0.01,WRM,HTL,6,0.05,none-HSsrc,0.4529494382022472
Left,0.01,WRM,HTL,6,0.5,QOTu-HSsrc,0.4441443388072601
Left,0.01,WRM,HTL,6,0.5,none-HSsrc,0.4529494382022472
Left,0.01,WRM,HTL,7,0.05,QOTu-HSsrc,0.47540299157711297
Left,0.01,WRM,HTL,7,0.05,none-HSsrc,0.4995280278826605
Left,0.01,WRM,HTL,7,0.5,QOTu-HSsrc,0.49491722335172816
Left,0.01,WRM,HTL,7,0.5,none-HSsrc,0.4995280278826605
Left,0.01,WRM,PTT,0,0.05,QOTu-HSsrc,0.3840208205070801
Left,0.01,WRM,PTT,0,0.05,none-HSsrc,0.3856215369116248
