Enc,Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Ang,Right,contig,PTT,RTT,1,0.5,2129,8,2106,SDMu-HS4,arc labels,0.7328500707213579,0.009852216748768473,0.75
Ang,Right,contig,PTT,RTT,1,0.5,2129,8,2106,SDMu-HSsrc,arc segments,0.7328500707213579,0.009852216748768473,0.75
Ang,Right,contig,PTT,RTT,1,0.5,2129,8,2106,SDMu-PCA,arc segments,0.5630304101838755,0.005649717514124294,0.375
Ang,Right,contig,PTT,RTT,2,0.05,2129,6,213,COT-u,arc segments,0.7461532422672319,0.006858710562414266,0.8333333333333334
Ang,Right,contig,PTT,RTT,2,0.05,2129,6,213,SDMu-HS4,arc labels,0.7953367875647668,0.006857142857142857,1.0
Ang,Right,contig,PTT,RTT,2,0.05,2129,6,213,SDMu-HSsrc,arc segments,0.7965143664625529,0.006896551724137931,1.0
Ang,Right,contig,PTT,RTT,2,0.05,2129,6,213,SDMu-PCA,arc segments,0.5154262835609986,0.003003003003003003,0.5
Ang,Right,contig,PTT,RTT,2,0.1,2129,6,426,COT-u,arc segments,0.7939236928874235,0.00681044267877412,1.0
Ang,Right,contig,PTT,RTT,2,0.1,2129,6,426,SDMu-HS4,arc labels,0.6709844559585492,0.0042765502494654314,1.0
Ang,Right,contig,PTT,RTT,2,0.1,2129,6,426,SDMu-HSsrc,arc segments,0.7757889778615168,0.006263048016701462,1.0
Ang,Right,contig,PTT,RTT,2,0.1,2129,6,426,SDMu-PCA,arc segments,0.4337415606845658,0.0020181634712411706,0.3333333333333333
Ang,Right,contig,PTT,RTT,2,0.2,2129,6,852,COT-u,arc segments,0.638797299419061,0.004819277108433735,0.6666666666666666
Ang,Right,contig,PTT,RTT,2,0.2,2129,6,852,SDMu-HS4,arc labels,0.7790861987753179,0.006355932203389831,1.0
Ang,Right,contig,PTT,RTT,2,0.2,2129,6,852,SDMu-HSsrc,arc segments,0.8073480923221856,0.007281553398058253,1.0
Ang,Right,contig,PTT,RTT,2,0.2,2129,6,852,SDMu-PCA,arc segments,0.5335609985869053,0.0032537960954446853,0.5
Ang,Right,contig,PTT,RTT,2,0.3,2129,6,1278,COT-u,arc segments,0.6159522688020097,0.004314994606256742,0.6666666666666666
Ang,Right,contig,PTT,RTT,2,0.3,2129,6,1278,SDMu-HS4,arc labels,0.7790861987753179,0.006355932203389831,1.0
Ang,Right,contig,PTT,RTT,2,0.3,2129,6,1278,SDMu-HSsrc,arc segments,0.8038153556288271,0.007151370679380214,1.0
Ang,Right,contig,PTT,RTT,2,0.3,2129,6,1278,SDMu-PCA,arc segments,0.46836238027947874,0.002369668246445498,0.3333333333333333
Ang,Right,contig,PTT,RTT,2,0.5,2129,6,2106,COT-u,arc segments,0.6835060449050087,0.005025125628140704,0.8333333333333334
Ang,Right,contig,PTT,RTT,2,0.5,2129,6,2106,SDMu-HS4,arc labels,0.7131417804992934,0.004901960784313725,1.0
Ang,Right,contig,PTT,RTT,2,0.5,2129,6,2106,SDMu-HSsrc,arc segments,0.7925105982100801,0.006764374295377677,1.0
Ang,Right,contig,PTT,RTT,2,0.5,2129,6,2106,SDMu-PCA,arc segments,0.5570733239127021,0.0033984706881903144,0.6666666666666666
Ang,Right,contig,PTT,RTT,3,0.05,2129,6,213,COT-u,arc segments,0.6037447008949599,0.004807692307692308,0.5
Ang,Right,contig,PTT,RTT,3,0.05,2129,6,213,SDMu-HS4,arc labels,0.7611869995289684,0.0058823529411764705,1.0
Ang,Right,contig,PTT,RTT,3,0.05,2129,6,213,SDMu-HSsrc,arc segments,0.7720207253886011,0.006160164271047228,1.0
Ang,Right,contig,PTT,RTT,3,0.05,2129,6,213,SDMu-PCA,arc segments,0.5704584707175381,0.003389830508474576,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.1,2129,6,426,COT-u,arc segments,0.5900847856806406,0.004398826979472141,0.5
Ang,Right,contig,PTT,RTT,3,0.1,2129,6,426,SDMu-HS4,arc labels,0.7228371800910661,0.006038647342995169,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.1,2129,6,426,SDMu-HSsrc,arc segments,0.7609907363793375,0.0075075075075075074,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.1,2129,6,426,SDMu-PCA,arc segments,0.7405008635578584,0.006640106241699867,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.2,2129,6,852,COT-u,arc segments,0.7080389386088868,0.007462686567164179,0.6666666666666666
Ang,Right,contig,PTT,RTT,3,0.2,2129,6,852,SDMu-HS4,arc labels,0.7755534620819595,0.006256517205422315,1.0
Ang,Right,contig,PTT,RTT,3,0.2,2129,6,852,SDMu-HSsrc,arc segments,0.790390956194065,0.006696428571428571,1.0
Ang,Right,contig,PTT,RTT,3,0.2,2129,6,852,SDMu-PCA,arc segments,0.6048437745328937,0.003762227238525207,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.3,2129,6,1278,COT-u,arc segments,0.6281990893389857,0.004571428571428572,0.6666666666666666
Ang,Right,contig,PTT,RTT,3,0.3,2129,6,1278,SDMu-HS4,arc labels,0.7753179463024022,0.00625,1.0
Ang,Right,contig,PTT,RTT,3,0.3,2129,6,1278,SDMu-HSsrc,arc segments,0.7870937352802638,0.006593406593406593,1.0
Ang,Right,contig,PTT,RTT,3,0.3,2129,6,1278,SDMu-PCA,arc segments,0.6790312450934213,0.004930966469428008,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.5,2129,6,2106,COT-u,arc segments,0.680679855550322,0.004965243296921549,0.8333333333333334
Ang,Right,contig,PTT,RTT,3,0.5,2129,6,2106,SDMu-HS4,arc labels,0.7089024964672633,0.004830917874396135,1.0
Ang,Right,contig,PTT,RTT,3,0.5,2129,6,2106,SDMu-HSsrc,arc segments,0.7870937352802638,0.006593406593406593,1.0
Ang,Right,contig,PTT,RTT,3,0.5,2129,6,2106,SDMu-PCA,arc segments,0.501530852567122,0.002835538752362949,0.5
Ang,Right,contig,PTT,RTT,4,0.05,2129,7,213,COT-u,arc segments,0.7416857412144877,0.010101010101010102,0.7142857142857143
Ang,Right,contig,PTT,RTT,4,0.05,2129,7,213,SDMu-HSsrc,arc segments,0.7275817961491854,0.006984866123399301,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.05,2129,7,213,SDMu-PCA,arc segments,0.4171266998788205,0.0020833333333333333,0.2857142857142857
Ang,Right,contig,PTT,RTT,4,0.1,2129,7,426,COT-u,arc segments,0.6709977110542615,0.006289308176100629,0.7142857142857143
Ang,Right,contig,PTT,RTT,4,0.1,2129,7,426,SDMu-HSsrc,arc segments,0.7266392890803823,0.006952491309385863,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.1,2129,7,426,SDMu-PCA,arc segments,0.4699407566985324,0.0028846153846153848,0.42857142857142855
Ang,Right,contig,PTT,RTT,4,0.2,2129,7,852,COT-u,arc segments,0.6373030833445537,0.005330490405117271,0.7142857142857143
Ang,Right,contig,PTT,RTT,4,0.2,2129,7,852,SDMu-HS4,arc labels,0.6799851891746331,0.005655042412818096,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.2,2129,7,852,SDMu-HSsrc,arc segments,0.706846640635519,0.006335797254487857,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.2,2129,7,852,SDMu-PCA,arc segments,0.43365423454961627,0.002512562814070352,0.42857142857142855
Ang,Right,contig,PTT,RTT,4,0.3,2129,7,1278,COT-u,arc segments,0.640837484852565,0.005417118093174431,0.7142857142857143
Ang,Right,contig,PTT,RTT,4,0.3,2129,7,1278,SDMu-HS4,arc labels,0.5562474754274943,0.0039001560062402497,0.7142857142857143
Ang,Right,contig,PTT,RTT,4,0.3,2129,7,1278,SDMu-HSsrc,arc segments,0.7070822674027197,0.006342494714587738,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.3,2129,7,1278,SDMu-PCA,arc segments,0.5156860105022216,0.0034782608695652175,0.5714285714285714
Ang,Right,contig,PTT,RTT,4,0.5,2129,7,2106,COT-u,arc segments,0.6955365558098828,0.006030150753768844,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.5,2129,7,2106,SDMu-HS4,arc labels,0.6333310892688838,0.004765687053216839,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.5,2129,7,2106,SDMu-HSsrc,arc segments,0.7094385350747273,0.00641025641025641,0.8571428571428571
Ang,Right,contig,PTT,RTT,4,0.5,2129,7,2106,SDMu-PCA,arc segments,0.4925945873165477,0.003205128205128205,0.5714285714285714
Ang,Right,contig,PTT,RTT,5,0.05,2129,22,213,COT-u,arc segments,0.6416706217370669,0.014360313315926894,1.0
Ang,Right,contig,PTT,RTT,5,0.05,2129,22,213,SDMu-HSsrc,arc segments,0.5652910212710878,0.012408759124087591,0.7727272727272727
Ang,Right,contig,PTT,RTT,5,0.05,2129,22,213,SDMu-PCA,arc segments,0.3687384044526902,0.0048216007714561235,0.22727272727272727
Ang,Right,contig,PTT,RTT,5,0.1,2129,22,426,COT-u,arc segments,0.6732320835310869,0.015725518227305217,1.0
Ang,Right,contig,PTT,RTT,5,0.1,2129,22,426,SDMu-HSsrc,arc segments,0.61251456185011,0.014517506404782237,0.7727272727272727
Ang,Right,contig,PTT,RTT,5,0.1,2129,22,426,SDMu-PCA,arc segments,0.4347089787289123,0.006587615283267457,0.22727272727272727
Ang,Right,contig,PTT,RTT,5,0.2,2129,22,852,COT-u,arc segments,0.6465245717737412,0.015174506828528073,0.9090909090909091
Ang,Right,contig,PTT,RTT,5,0.2,2129,22,852,SDMu-HS4,arc labels,0.44150450878025627,0.008390541571319604,0.5
Ang,Right,contig,PTT,RTT,5,0.2,2129,22,852,SDMu-HSsrc,arc segments,0.6018358717694265,0.013980263157894737,0.7727272727272727
Ang,Right,contig,PTT,RTT,5,0.2,2129,22,852,SDMu-PCA,arc segments,0.46101738792768693,0.0088339222614841,0.45454545454545453
Ang,Right,contig,PTT,RTT,5,0.3,2129,22,1278,COT-u,arc segments,0.6533308883807223,0.01701701701701702,0.7727272727272727
Ang,Right,contig,PTT,RTT,5,0.3,2129,22,1278,SDMu-HS4,arc labels,0.44008068343616513,0.008352315869400152,0.5
Ang,Right,contig,PTT,RTT,5,0.3,2129,22,1278,SDMu-HSsrc,arc segments,0.6279393364110972,0.015370705244122965,0.7727272727272727
Ang,Right,contig,PTT,RTT,5,0.3,2129,22,1278,SDMu-PCA,arc segments,0.43146222548215907,0.007525870178739417,0.36363636363636365
Ang,Right,contig,PTT,RTT,5,0.5,2129,22,2106,COT-u,arc segments,0.6629309228977003,0.0196078431372549,0.6818181818181818
Ang,Right,contig,PTT,RTT,5,0.5,2129,22,2106,SDMu-HS4,arc labels,0.5733917245545153,0.014084507042253521,0.5454545454545454
Ang,Right,contig,PTT,RTT,5,0.5,2129,22,2106,SDMu-HSsrc,arc segments,0.6327932864477714,0.016816143497757848,0.6818181818181818
Ang,Right,contig,PTT,RTT,5,0.5,2129,22,2106,SDMu-PCA,arc segments,0.47739137938473486,0.00940733772342427,0.45454545454545453
Ang,Right,contig,PTT,RTT,6,0.05,2129,31,213,COT-u,arc segments,0.6704772594483226,0.022304832713754646,0.967741935483871
Ang,Right,contig,PTT,RTT,6,0.05,2129,31,213,SDMu-HSsrc,arc segments,0.48778406470063657,0.013157894736842105,0.22580645161290322
Ang,Right,contig,PTT,RTT,6,0.05,2129,31,213,SDMu-PCA,arc segments,0.705103170454196,0.02810810810810811,0.8387096774193549
Ang,Right,contig,PTT,RTT,6,0.1,2129,31,426,COT-u,arc segments,0.675243703680925,0.022641509433962263,0.967741935483871
Ang,Right,contig,PTT,RTT,6,0.1,2129,31,426,SDMu-HSsrc,arc segments,0.42558196746517424,0.008827238335435058,0.22580645161290322
Ang,Right,contig,PTT,RTT,6,0.1,2129,31,426,SDMu-PCA,arc segments,0.49772440726959627,0.01437908496732026,0.3548387096774194
Ang,Right,contig,PTT,RTT,6,0.2,2129,31,852,COT-u,arc segments,0.6309926504505059,0.02011095700416089,0.9354838709677419
Ang,Right,contig,PTT,RTT,6,0.2,2129,31,852,SDMu-HSsrc,arc segments,0.3958839447707494,0.00951625693893735,0.3870967741935484
Ang,Right,contig,PTT,RTT,6,0.2,2129,31,852,SDMu-PCA,arc segments,0.4137504228297303,0.009183673469387756,0.2903225806451613
Ang,Right,contig,PTT,RTT,6,0.3,2129,31,1278,COT-u,arc segments,0.5668685998954457,0.01770592763664357,0.7419354838709677
Ang,Right,contig,PTT,RTT,6,0.3,2129,31,1278,SDMu-HSsrc,arc segments,0.5004458931701466,0.014581734458940905,0.6129032258064516
Ang,Right,contig,PTT,RTT,6,0.3,2129,31,1278,SDMu-PCA,arc segments,0.3558381254036102,0.007358953393295176,0.2903225806451613
Ang,Right,contig,PTT,RTT,6,0.5,2129,31,2106,COT-u,arc segments,0.5461191918570681,0.017453798767967144,0.5483870967741935
Ang,Right,contig,PTT,RTT,6,0.5,2129,31,2106,SDMu-HS4,arc labels,0.49971555090869957,0.0145413870246085,0.41935483870967744
Ang,Right,contig,PTT,RTT,6,0.5,2129,31,2106,SDMu-HSsrc,arc segments,0.5260155601340755,0.016286644951140065,0.4838709677419355
Ang,Right,contig,PTT,RTT,6,0.5,2129,31,2106,SDMu-PCA,arc segments,0.4376748977520834,0.011447260834014717,0.45161290322580644
Ang,Right,contig,PTT,RTT,7,0.05,2129,35,213,COT-u,arc segments,0.6619320507572657,0.02446043165467626,0.9714285714285714
Ang,Right,contig,PTT,RTT,7,0.05,2129,35,213,SDMu-HSsrc,arc segments,0.4658275344521763,0.014971927635683094,0.6857142857142857
Ang,Right,contig,PTT,RTT,7,0.05,2129,35,213,SDMu-PCA,arc segments,0.4876790830945559,0.01580135440180587,0.6
Ang,Right,contig,PTT,RTT,7,0.1,2129,35,426,COT-u,arc segments,0.6619320507572657,0.02446043165467626,0.9714285714285714
Ang,Right,contig,PTT,RTT,7,0.1,2129,35,426,SDMu-HSsrc,arc segments,0.46376040387501705,0.01476510067114094,0.6285714285714286
Ang,Right,contig,PTT,RTT,7,0.1,2129,35,426,SDMu-PCA,arc segments,0.5440646745804338,0.018611309949892626,0.7428571428571429
Ang,Right,contig,PTT,RTT,7,0.2,2129,35,852,COT-u,arc segments,0.6241301678264428,0.022988505747126436,0.8571428571428571
Ang,Right,contig,PTT,RTT,7,0.2,2129,35,852,SDMu-HSsrc,arc segments,0.5495224450811843,0.019626168224299065,0.6
Ang,Right,contig,PTT,RTT,7,0.2,2129,35,852,SDMu-PCA,arc segments,0.41478373584390776,0.010721247563352826,0.3142857142857143
Ang,Right,contig,PTT,RTT,7,0.3,2129,35,1278,COT-u,arc segments,0.5876859053076818,0.02265705458290422,0.6285714285714286
Ang,Right,contig,PTT,RTT,7,0.3,2129,35,1278,SDMu-HS4,arc labels,0.39592031655068904,0.009954751131221719,0.3142857142857143
Ang,Right,contig,PTT,RTT,7,0.3,2129,35,1278,SDMu-HSsrc,arc segments,0.5546186382862601,0.020496224379719527,0.5428571428571428
Ang,Right,contig,PTT,RTT,7,0.3,2129,35,1278,SDMu-PCA,arc segments,0.4390162368672398,0.012646793134598013,0.4
Ang,Right,contig,PTT,RTT,7,0.5,2129,35,2118,COT-u,arc segments,0.5083776777186519,0.01701701701701702,0.4857142857142857
Ang,Right,contig,PTT,RTT,7,0.5,2129,35,2118,SDMu-HS4,arc labels,0.5118433619866285,0.017456359102244388,0.4
Ang,Right,contig,PTT,RTT,7,0.5,2129,35,2118,SDMu-HSsrc,arc segments,0.5694228407695456,0.021965317919075144,0.5428571428571428
Ang,Right,contig,PTT,RTT,7,0.5,2129,35,2118,SDMu-PCA,arc segments,0.4468549597489425,0.013215859030837005,0.42857142857142855
Ang,Right,contig,PTT,WRM,0,0.05,508,32,51,COT-u,arc segments,0.5170693277310925,0.0759493670886076,0.1875
Ang,Right,contig,PTT,WRM,0,0.05,508,32,51,SDMu-HS4,arc labels,0.5284926470588236,0.08333333333333333,0.21875
Ang,Right,contig,PTT,WRM,0,0.05,508,32,51,SDMu-HSsrc,arc segments,0.5295430672268908,0.08433734939759036,0.21875
Ang,Right,contig,PTT,WRM,0,0.05,508,32,51,SDMu-PCA,arc segments,0.5112920168067228,0.09523809523809523,0.0625
Ang,Right,contig,PTT,WRM,0,0.1,508,32,102,COT-u,arc segments,0.49067752100840334,0.058333333333333334,0.21875
Ang,Right,contig,PTT,WRM,0,0.1,508,32,102,SDMu-HS4,arc labels,0.5036764705882353,0.06666666666666667,0.125
Ang,Right,contig,PTT,WRM,0,0.1,508,32,102,SDMu-HSsrc,arc segments,0.5354516806722689,0.08,0.3125
Ang,Right,contig,PTT,WRM,0,0.1,508,32,102,SDMu-PCA,arc segments,0.5200892857142857,0.0684931506849315,0.46875
Ang,Right,contig,PTT,WRM,0,0.2,508,32,203,COT-u,arc segments,0.5011817226890756,0.06363636363636363,0.21875
Ang,Right,contig,PTT,WRM,0,0.2,508,32,203,SDMu-HS4,arc labels,0.5030199579831933,0.07692307692307693,0.03125
Ang,Right,contig,PTT,WRM,0,0.2,508,32,203,SDMu-HSsrc,arc segments,0.521796218487395,0.18181818181818182,0.0625
Ang,Right,contig,PTT,WRM,0,0.2,508,32,203,SDMu-PCA,arc segments,0.5137867647058824,0.06666666666666667,0.46875
Ang,Right,contig,PTT,WRM,0,0.3,508,32,305,COT-u,arc segments,0.5064338235294117,0.06666666666666667,0.21875
Ang,Right,contig,PTT,WRM,0,0.3,508,32,305,SDMu-HS4,arc labels,0.5082720588235294,0.125,0.03125
Ang,Right,contig,PTT,WRM,0,0.3,508,32,305,SDMu-HSsrc,arc segments,0.5207457983193278,0.16666666666666666,0.0625
Ang,Right,contig,PTT,WRM,0,0.3,508,32,305,SDMu-PCA,arc segments,0.521796218487395,0.18181818181818182,0.0625
Ang,Right,contig,PTT,WRM,0,0.5,508,32,498,COT-u,arc segments,0.5747111344537815,0.08982035928143713,0.46875
Ang,Right,contig,PTT,WRM,0,0.5,508,32,498,SDMu-HS4,arc labels,0.506171218487395,0.1,0.03125
Ang,Right,contig,PTT,WRM,0,0.5,508,32,498,SDMu-HSsrc,arc segments,0.521796218487395,0.18181818181818182,0.0625
Ang,Right,contig,PTT,WRM,0,0.5,508,32,498,SDMu-PCA,arc segments,0.6225052521008403,0.10270270270270271,0.59375
Ang,Right,contig,PTT,WRM,1,0.05,508,19,51,COT-u,arc segments,0.6838338176730169,0.06451612903225806,0.8421052631578947
Ang,Right,contig,PTT,WRM,1,0.05,508,19,51,SDMu-HSsrc,arc segments,0.6597782800559682,0.055384615384615386,0.9473684210526315
Ang,Right,contig,PTT,WRM,1,0.05,508,19,51,SDMu-PCA,arc segments,0.45194274028629855,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.1,508,19,102,COT-u,arc segments,0.5088795608653536,0.04,0.2631578947368421
Ang,Right,contig,PTT,WRM,1,0.1,508,19,102,SDMu-HS4,arc labels,0.5875040361640297,0.04961832061068702,0.6842105263157895
Ang,Right,contig,PTT,WRM,1,0.1,508,19,102,SDMu-HSsrc,arc segments,0.6378215477343665,0.05460750853242321,0.8421052631578947
Ang,Right,contig,PTT,WRM,1,0.1,508,19,102,SDMu-PCA,arc segments,0.47287697772037457,0.025,0.10526315789473684
Ang,Right,contig,PTT,WRM,1,0.2,508,19,203,COT-u,arc segments,0.5696910989129265,0.058823529411764705,0.3684210526315789
Ang,Right,contig,PTT,WRM,1,0.2,508,19,203,SDMu-HS4,arc labels,0.4918200408997955,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.2,508,19,203,SDMu-HSsrc,arc segments,0.564094284791734,0.07042253521126761,0.2631578947368421
Ang,Right,contig,PTT,WRM,1,0.2,508,19,203,SDMu-PCA,arc segments,0.5272306533204176,0.04205607476635514,0.47368421052631576
Ang,Right,contig,PTT,WRM,1,0.3,508,19,305,COT-u,arc segments,0.577871058013131,0.06306306306306306,0.3684210526315789
Ang,Right,contig,PTT,WRM,1,0.3,508,19,305,SDMu-HS4,arc labels,0.4948875255623722,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.3,508,19,305,SDMu-HSsrc,arc segments,0.4887525562372188,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.3,508,19,305,SDMu-PCA,arc segments,0.49284253578732107,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.5,508,19,487,COT-u,arc segments,0.5604886449251965,0.0546875,0.3684210526315789
Ang,Right,contig,PTT,WRM,1,0.5,508,19,487,SDMu-HS4,arc labels,0.49284253578732107,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.5,508,19,487,SDMu-HSsrc,arc segments,0.4897750511247444,0.0,0.0
Ang,Right,contig,PTT,WRM,1,0.5,508,19,487,SDMu-PCA,arc segments,0.556936820579055,0.0641025641025641,0.2631578947368421
Ang,Right,contig,PTT,WRM,2,0.05,508,18,51,COT-u,arc segments,0.5806122448979592,0.04195804195804196,1.0
Ang,Right,contig,PTT,WRM,2,0.05,508,18,51,SDMu-HSsrc,arc segments,0.6309523809523809,0.05084745762711865,0.8333333333333334
Ang,Right,contig,PTT,WRM,2,0.05,508,18,51,SDMu-PCA,arc segments,0.4561224489795918,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.1,508,18,102,COT-u,arc segments,0.6860544217687075,0.06224066390041494,0.8333333333333334
Ang,Right,contig,PTT,WRM,2,0.1,508,18,102,SDMu-HSsrc,arc segments,0.538888888888889,0.04854368932038835,0.2777777777777778
Ang,Right,contig,PTT,WRM,2,0.1,508,18,102,SDMu-PCA,arc segments,0.5227891156462585,0.04081632653061224,0.3333333333333333
Ang,Right,contig,PTT,WRM,2,0.2,508,18,203,COT-u,arc segments,0.5806122448979592,0.05142857142857143,0.5
Ang,Right,contig,PTT,WRM,2,0.2,508,18,203,SDMu-HS4,arc labels,0.4602040816326531,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.2,508,18,203,SDMu-HSsrc,arc segments,0.6468253968253967,0.05829596412556054,0.7222222222222222
Ang,Right,contig,PTT,WRM,2,0.2,508,18,203,SDMu-PCA,arc segments,0.4853741496598639,0.030303030303030304,0.16666666666666666
Ang,Right,contig,PTT,WRM,2,0.3,508,18,305,COT-u,arc segments,0.5699546485260771,0.05426356589147287,0.3888888888888889
Ang,Right,contig,PTT,WRM,2,0.3,508,18,305,SDMu-HS4,arc labels,0.4744897959183674,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.3,508,18,305,SDMu-HSsrc,arc segments,0.5541950113378684,0.056818181818181816,0.2777777777777778
Ang,Right,contig,PTT,WRM,2,0.3,508,18,305,SDMu-PCA,arc segments,0.4663265306122449,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.5,508,18,488,COT-u,arc segments,0.5852607709750567,0.06140350877192982,0.3888888888888889
Ang,Right,contig,PTT,WRM,2,0.5,508,18,488,SDMu-HS4,arc labels,0.4846938775510204,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.5,508,18,488,SDMu-HSsrc,arc segments,0.4816326530612245,0.0,0.0
Ang,Right,contig,PTT,WRM,2,0.5,508,18,488,SDMu-PCA,arc segments,0.49002267573696145,0.02631578947368421,0.05555555555555555
Ang,Right,contig,PTT,WRM,3,0.05,508,34,51,COT-u,arc segments,0.4959667411268305,0.06572769953051644,0.4117647058823529
Ang,Right,contig,PTT,WRM,3,0.05,508,34,51,SDMu-HSsrc,arc segments,0.6234797716554976,0.13114754098360656,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.05,508,34,51,SDMu-PCA,arc segments,0.5686274509803921,0.09195402298850575,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.1,508,34,102,COT-u,arc segments,0.5897244973938942,0.1038961038961039,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.1,508,34,102,SDMu-HSsrc,arc segments,0.6224249193348226,0.13008130081300814,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.1,508,34,102,SDMu-PCA,arc segments,0.46773392901464383,0.05555555555555555,0.29411764705882354
Ang,Right,contig,PTT,WRM,3,0.2,508,34,203,COT-u,arc segments,0.5886696450732192,0.1032258064516129,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.2,508,34,203,SDMu-HSsrc,arc segments,0.6206875155125341,0.09342560553633218,0.7941176470588235
Ang,Right,contig,PTT,WRM,3,0.2,508,34,203,SDMu-PCA,arc segments,0.5654628940183668,0.0903954802259887,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.3,508,34,305,COT-u,arc segments,0.5811615785554729,0.09375,0.5294117647058824
Ang,Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-HS4,arc labels,0.5711094564408041,0.12195121951219512,0.29411764705882354
Ang,Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-HSsrc,arc segments,0.6206875155125341,0.09342560553633218,0.7941176470588235
Ang,Right,contig,PTT,WRM,3,0.3,508,34,305,SDMu-PCA,arc segments,0.592144452717796,0.14285714285714285,0.3235294117647059
Ang,Right,contig,PTT,WRM,3,0.5,508,34,487,COT-u,arc segments,0.5959915611814346,0.10429447852760736,0.5
Ang,Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-HS4,arc labels,0.5848845867460909,0.16666666666666666,0.2647058823529412
Ang,Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-HSsrc,arc segments,0.6224249193348226,0.13008130081300814,0.47058823529411764
Ang,Right,contig,PTT,WRM,3,0.5,508,34,487,SDMu-PCA,arc segments,0.6142963514519733,0.19642857142857142,0.3235294117647059
Ang,Right,contig,PTT,WRM,4,0.05,508,32,51,COT-u,arc segments,0.5425420168067226,0.06930693069306931,0.875
Ang,Right,contig,PTT,WRM,4,0.05,508,32,51,SDMu-HSsrc,arc segments,0.6387867647058824,0.08611111111111111,0.96875
Ang,Right,contig,PTT,WRM,4,0.05,508,32,51,SDMu-PCA,arc segments,0.6376050420168067,0.096,0.75
Ang,Right,contig,PTT,WRM,4,0.1,508,32,102,COT-u,arc segments,0.6021533613445378,0.0873015873015873,0.6875
Ang,Right,contig,PTT,WRM,4,0.1,508,32,102,SDMu-HSsrc,arc segments,0.6387867647058824,0.08611111111111111,0.96875
Ang,Right,contig,PTT,WRM,4,0.1,508,32,102,SDMu-PCA,arc segments,0.6755514705882353,0.11616161616161616,0.71875
Ang,Right,contig,PTT,WRM,4,0.2,508,32,203,COT-u,arc segments,0.5933560924369747,0.09392265193370165,0.53125
Ang,Right,contig,PTT,WRM,4,0.2,508,32,203,SDMu-HSsrc,arc segments,0.6433823529411764,0.09090909090909091,0.875
Ang,Right,contig,PTT,WRM,4,0.2,508,32,203,SDMu-PCA,arc segments,0.6064863445378151,0.12380952380952381,0.40625
Ang,Right,contig,PTT,WRM,4,0.3,508,32,305,COT-u,arc segments,0.5815388655462185,0.08482142857142858,0.59375
Ang,Right,contig,PTT,WRM,4,0.3,508,32,305,SDMu-HSsrc,arc segments,0.6193539915966386,0.10106382978723404,0.59375
Ang,Right,contig,PTT,WRM,4,0.3,508,32,305,SDMu-PCA,arc segments,0.6066176470588236,0.1348314606741573,0.375
Ang,Right,contig,PTT,WRM,4,0.5,508,32,487,COT-u,arc segments,0.5911239495798319,0.09045226130653267,0.5625
Ang,Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-HS4,arc labels,0.5900735294117647,0.136986301369863,0.3125
Ang,Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-HSsrc,arc segments,0.6210609243697479,0.1308411214953271,0.4375
Ang,Right,contig,PTT,WRM,4,0.5,508,32,487,SDMu-PCA,arc segments,0.5667016806722689,0.09448818897637795,0.375
